host,model,backend,device,gpu_count,gpu_names,power_draw_w_mean,power_draw_w_std,util_gpu_percent_mean,util_gpu_percent_std,util_mem_percent_mean,util_mem_percent_std,mem_used_mb_mean,mem_used_mb_std,temp_c_mean,temp_c_std,duration_sec,num_samples,gpu_energy_j
edge-asus,deeplabv3_mobilenet_v3_large_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,34.456250,5.371089,18.750000,4.930771,2.812500,0.726184,902.125000,3.425547,54.312500,1.445629,15.002,16,516.913
edge-asus,deeplabv3_mobilenet_v3_large,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,42.955714,8.159089,23.000000,9.732126,2.071429,0.960973,984.000000,0.000000,53.928571,1.709816,13.002,14,558.510
edge-asus,deeplabv3_resnet101_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,71.686944,10.167074,44.611111,13.470704,4.500000,1.301708,1146.722222,10.823357,57.722222,1.879880,35.006,36,2509.473
edge-asus,deeplabv3_resnet101,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,75.096667,9.891228,64.333333,12.174655,6.766667,1.406730,1608.000000,0.000000,57.366667,1.779201,29.004,30,2178.104
edge-asus,deeplabv3_resnet50_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,66.779643,10.318977,41.964286,12.187471,4.357143,1.342021,1037.714286,10.151907,52.142857,2.474358,27.004,28,1803.317
edge-asus,deeplabv3_resnet50,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,70.567600,13.513054,55.040000,12.795249,7.720000,1.778089,1480.000000,0.000000,45.320000,3.495368,24.006,25,1694.046
edge-asus,fcn_resnet101_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,71.050606,10.108783,37.878788,13.992980,4.333333,1.626796,1114.303030,13.449084,57.333333,1.734964,32.006,33,2274.046
edge-asus,fcn_resnet101,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,74.092593,11.669968,54.740741,16.251707,5.851852,1.757602,1540.000000,0.000000,57.592593,2.112735,26.006,27,1926.852
edge-asus,fcn_resnet50_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,64.179231,11.093330,36.307692,10.957152,4.423077,1.276205,1012.230769,17.296749,54.461538,1.985152,25.007,26,1604.930
edge-asus,fcn_resnet50,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,69.787727,14.025509,39.000000,17.622300,5.909091,2.609582,1392.000000,0.000000,54.090909,2.410377,21.005,22,1465.891
edge-asus,mc3_18_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.175846,0.768915,0.953846,2.797971,0.000000,0.000000,952.000000,0.000000,54.107692,0.529821,64.021,65,1291.678
edge-asus,mc3_18,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.391250,0.837391,1.187500,3.468046,0.093750,0.291481,1026.000000,0.000000,54.093750,0.521978,63.020,64,1285.057
edge-asus,mobilenet_v3_large_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.971000,1.015041,1.450000,2.213030,0.000000,0.000000,868.000000,0.000000,53.650000,1.406236,39.012,40,779.109
edge-asus,mobilenet_v3_large,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.736500,1.200657,1.250000,1.066536,0.025000,0.156125,938.000000,0.000000,52.700000,1.661325,39.011,40,808.952
edge-asus,r2plus1d_18_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.080758,0.824927,1.484848,3.794903,0.121212,0.326374,1052.000000,0.000000,54.060606,0.574160,65.019,66,1305.631
edge-asus,r2plus1d_18,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.388030,1.003151,1.196970,4.079586,0.151515,0.529220,1184.000000,0.000000,54.151515,0.499770,65.019,66,1325.609
edge-asus,r3d_18_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.231970,0.645531,0.939394,3.190321,0.060606,0.238606,1046.000000,0.000000,54.500000,0.583874,65.020,66,1315.483
