host,model,backend,device,gpu_count,gpu_names,power_draw_w_mean,power_draw_w_std,util_gpu_percent_mean,util_gpu_percent_std,util_mem_percent_mean,util_mem_percent_std,mem_used_mb_mean,mem_used_mb_std,temp_c_mean,temp_c_std,duration_sec,num_samples,gpu_energy_j
edge-asus,r3d_18,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.446923,1.048866,1.584615,4.979627,0.092308,0.289460,1158.000000,0.000000,54.015385,0.411089,64.019,65,1308.992
edge-asus,resnet50_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,27.404750,3.773103,7.650000,6.089130,1.125000,0.599479,968.000000,0.000000,52.875000,1.805374,39.012,40,1069.114
edge-asus,resnet50,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,29.274474,4.655106,5.973684,1.966654,2.684211,0.830512,1164.000000,0.000000,52.394737,1.614726,37.009,38,1083.419
edge-asus,swin3d_b_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.215385,0.888165,0.769231,3.011615,0.215385,0.850200,1384.000000,0.000000,53.953846,0.444826,64.020,65,1294.189
edge-asus,swin3d_b,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.342537,0.871851,1.432836,3.864202,0.582090,1.537096,1716.000000,0.000000,54.238806,0.693026,66.021,67,1343.035
edge-asus,swin3d_s_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.636769,0.705702,0.523077,2.076296,0.107692,0.434053,1266.000000,0.000000,54.153846,0.360801,64.020,65,1257.146
edge-asus,swin3d_s,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.806364,0.615250,0.636364,2.508388,0.181818,0.715819,1390.000000,0.000000,53.954545,0.322482,65.022,66,1287.849
edge-asus,swin3d_t_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.128308,0.369655,0.630769,1.641474,0.123077,0.328525,1122.000000,0.000000,54.938462,0.387375,64.019,65,1224.575
edge-asus,swin3d_t,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.262698,0.439430,0.634921,1.802129,0.222222,0.628539,1194.000000,0.000000,54.539683,0.586228,62.017,63,1194.615
edge-asus,swin_s_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,37.371351,5.470137,13.864865,8.233623,1.567568,1.174976,1134.000000,0.000000,55.162162,1.585637,36.014,37,1345.892
edge-asus,swin_s,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,35.342889,3.317357,11.955556,5.601411,2.000000,0.918937,1288.000000,0.000000,55.044444,1.010073,44.013,45,1555.547
edge-asus,swin_t_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,28.577027,5.883066,7.621622,7.613471,1.189189,0.925256,1006.000000,0.000000,53.567568,1.386041,36.009,37,1029.030
edge-asus,swin_t,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,27.410000,2.788756,6.813953,4.188888,1.325581,0.706150,1112.000000,0.000000,54.558140,1.299415,42.017,43,1151.686
edge-asus,swin_v2_b_sol,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,42.604082,4.503750,20.897959,10.770794,2.265306,1.120778,1240.000000,0.000000,56.020408,1.778440,48.016,49,2045.678
edge-asus,swin_v2_b,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,41.039808,4.268320,16.096154,7.684299,2.807692,1.271560,1596.000000,0.000000,55.788462,1.510687,51.017,52,2093.728
edge-xtreme,deeplabv3_mobilenet_v3_large_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,63.605185,1.084320,26.333333,4.064298,1.888889,0.415740,1338.212593,3.763954,45.000000,0.000000,26.003,27,1653.926
edge-xtreme,deeplabv3_mobilenet_v3_large,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,65.713667,2.646527,33.700000,5.544667,0.966667,0.179505,1403.620000,0.000000,50.500000,0.846562,29.003,30,1905.893
edge-xtreme,deeplabv3_resnet101_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,161.548246,13.887124,50.754386,6.530040,7.596491,1.121710,1579.163860,7.894191,58.315789,3.642622,56.007,57,9047.833
edge-xtreme,deeplabv3_resnet101,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,187.411176,26.602380,50.705882,7.687000,9.117647,1.430029,1811.620000,0.000000,52.794118,4.254958,33.004,34,6185.318
edge-xtreme,deeplabv3_resnet50_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,152.982381,16.123311,46.595238,7.247527,6.714286,1.053016,1476.239048,9.556729,50.857143,3.468027,41.004,42,6272.890
edge-xtreme,deeplabv3_resnet50,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,163.213929,19.996653,40.142857,5.926420,6.750000,0.986516,1683.620000,0.000000,42.250000,3.996650,27.003,28,4407.266
edge-xtreme,fcn_resnet101_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,153.836038,11.199190,48.792453,5.740812,6.886792,0.816351,1405.695472,5.602725,59.301887,2.632059,52.006,53,8000.397
edge-xtreme,fcn_resnet101,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,176.411935,23.225285,44.935484,7.250964,10.451613,1.681756,1851.620000,0.000000,59.225806,2.549000,30.004,31,5293.064
edge-xtreme,fcn_resnet50_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,136.259211,12.080118,44.236842,6.587205,6.684211,1.002766,1300.725263,6.047137,51.500000,2.489451,37.004,38,5042.136
edge-xtreme,fcn_resnet50,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,100.758462,9.337131,35.961538,5.666913,7.807692,1.074861,1703.620000,0.000000,49.230769,0.696568,25.003,26,2519.264
edge-xtreme,mc3_18_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,58.276977,3.512833,3.116279,1.631226,0.000000,0.000000,1391.620000,0.000000,41.558140,0.496608,42.005,43,2447.924
edge-xtreme,mc3_18,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.455000,4.701238,1.785714,1.282403,0.452381,0.497727,1523.620000,0.000000,40.404762,0.619505,41.004,42,2437.893
edge-xtreme,mobilenet_v3_large,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,58.415714,1.009467,8.142857,2.231500,0.857143,0.349927,1435.620000,0.000000,40.714286,0.451754,13.001,14,759.463
edge-xtreme,r2plus1d_18_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,60.593810,4.953746,3.190476,1.990909,0.547619,0.497727,1493.620000,0.000000,42.500000,0.500000,41.005,42,2484.649
edge-xtreme,r2plus1d_18,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,61.912381,5.143113,2.642857,1.250170,1.095238,0.478566,1681.620000,0.000000,44.023810,0.152455,41.004,42,2538.655
edge-xtreme,r3d_18_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.033721,4.473159,4.139535,2.205505,0.000000,0.000000,1485.620000,0.000000,42.534884,0.498782,42.004,43,2479.652
edge-xtreme,r3d_18,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.063095,3.742271,2.142857,1.245400,0.595238,0.490846,1655.620000,0.000000,42.095238,0.569441,41.004,42,2421.823
edge-xtreme,resnet50,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,70.950714,4.330100,25.642857,8.260121,6.000000,2.104417,1611.620000,0.000000,47.000000,0.000000,13.001,14,922.430
edge-xtreme,swin3d_b_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.718095,4.966708,3.047619,1.526783,1.523810,0.763391,1897.620000,0.000000,42.452381,0.497727,41.004,42,2448.681
edge-xtreme,swin3d_b,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,58.105116,2.431654,4.139535,2.288306,2.000000,1.346831,2171.620000,0.000000,42.023256,0.590166,42.004,43,2440.647
edge-xtreme,swin3d_s_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.275714,3.475539,2.119048,1.400721,1.023810,0.555839,1779.620000,0.000000,41.547619,0.543462,41.005,42,2430.601
edge-xtreme,swin3d_s,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,59.658571,4.814714,3.119048,1.576651,1.547619,0.792896,1845.620000,0.000000,40.642857,0.569939,41.004,42,2446.240
edge-xtreme,swin3d_t,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,58.819286,2.509436,1.571429,0.929487,0.476190,0.499433,1649.620000,0.000000,41.976190,0.407553,41.004,42,2411.826
edge-xtreme,swin_s_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,153.546154,29.707480,43.307692,11.591672,8.384615,2.646869,1659.620000,0.000000,47.000000,1.617215,12.001,13,1842.707
edge-xtreme,swin_s,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,71.968276,3.558686,29.724138,4.740846,4.310345,0.792353,1743.620000,0.000000,43.413793,0.616846,28.003,29,2015.328
edge-xtreme,swin_t_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,81.898182,12.864482,33.090909,10.483360,5.909091,1.928473,1515.620000,0.000000,39.727273,0.862439,10.000,11,818.982
edge-xtreme,swin_t,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,67.714737,4.277139,24.894737,6.455473,4.052632,1.190917,1567.620000,0.000000,38.894737,0.640291,18.002,19,1219.001
edge-xtreme,swin_v2_b_sol,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,175.753750,34.301709,55.562500,15.475661,11.687500,3.459024,1717.620000,0.000000,49.812500,2.297247,15.002,16,2636.658
edge-xtreme,swin_v2_b,stock,gpu,1,NVIDIA GeForce RTX 2080 Ti,77.670789,4.475518,33.236842,6.001904,5.710526,0.997573,2051.620000,0.000000,44.710526,0.824235,37.004,38,2874.130
edge-asus,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.873214,0.181227,0.875000,1.337141,0.000000,0.000000,900.047619,0.374953,41.875000,0.656356,167.029,168,2985.345
edge-asus,deeplabv3_resnet101_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,24.538590,1.409484,5.217949,6.624832,0.730769,0.922275,1135.000000,4.003204,42.634615,1.311129,155.026,156,3804.119
edge-asus,deeplabv3_resnet50_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,22.068537,0.868176,3.213415,4.340346,0.347561,0.476196,1033.060976,4.728862,41.469512,0.768462,163.028,164,3597.789
edge-asus,fcn_resnet101_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,24.021503,1.147575,4.058824,5.443993,0.660131,0.901440,1104.470588,2.249354,42.084967,0.956216,152.026,153,3651.893
edge-asus,fcn_resnet50_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.210301,0.827273,2.939759,3.814523,0.367470,0.482116,1000.915663,4.797602,40.024096,0.658145,165.029,166,3500.315
edge-asus,mc3_18_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.357568,0.609942,0.405405,1.364798,0.081081,0.272960,1134.000000,0.000000,40.959459,0.964774,73.015,74,1267.363
edge-asus,mobilenet_v3_large_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.382778,0.763638,2.000000,1.000000,0.000000,0.000000,868.000000,0.000000,38.000000,0.000000,17.003,18,312.562
edge-asus,r2plus1d_18_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.387067,0.563103,0.266667,1.123487,0.053333,0.224697,1142.000000,0.000000,40.746667,1.337593,74.015,75,1286.904
edge-asus,r3d_18_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,16.968400,0.550076,0.400000,1.356466,0.080000,0.271293,1138.000000,0.000000,37.013333,0.114698,74.015,75,1255.916
edge-asus,resnet50_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.210556,0.859240,2.166667,1.067187,0.000000,0.000000,868.000000,0.000000,36.000000,0.000000,17.003,18,309.634
edge-asus,swin3d_b_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.474800,0.537032,0.573333,1.567787,0.120000,0.324962,1130.000000,0.000000,41.040000,1.300666,74.015,75,1293.397
edge-asus,swin3d_s_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,16.972000,0.548156,0.386667,1.315480,0.080000,0.271293,1126.000000,0.000000,37.026667,0.229395,74.015,75,1256.183
edge-asus,swin3d_t_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.324865,0.522570,0.581081,1.576918,0.121622,0.326848,1122.000000,0.000000,39.945946,0.733225,73.014,74,1264.958
edge-asus,swin_s_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.798235,0.695602,2.176471,1.097339,0.000000,0.000000,870.000000,0.000000,41.411765,0.492153,16.002,17,300.809
edge-asus,swin_t_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.531765,0.753667,2.000000,0.907485,0.000000,0.000000,868.000000,0.000000,37.529412,0.499134,16.003,17,296.564
edge-asus,swin_v2_b_sol,vaccel-remote,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.927778,0.725730,1.888889,0.936239,0.000000,0.000000,870.000000,0.000000,44.222222,0.532870,17.003,18,321.829
