host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples
edge-asus,deeplabv3_resnet101,ptc,cpu,106.814032,16.328765,49.259677,7.870698,87.741935,7.949306,61.018,62
edge-asus,deeplabv3_resnet101,sol,cpu,106.310968,19.502888,48.395161,9.219884,86.903226,8.045655,61.019,62
edge-asus,deeplabv3_resnet50,ptc,cpu,88.862258,16.565041,41.937097,8.345063,82.129032,7.648495,61.014,62
edge-asus,deeplabv3_resnet50,sol,cpu,100.294194,16.012366,47.156452,7.846154,83.016129,8.539268,61.019,62
edge-asus,fcn_resnet101,ptc,cpu,103.716452,19.181764,47.640323,9.132439,88.290323,6.806987,61.016,62
edge-asus,fcn_resnet101,sol,cpu,106.056290,15.933621,48.735484,7.636396,88.548387,7.354344,61.018,62
edge-asus,fcn_resnet50,ptc,cpu,102.698710,16.098251,48.191935,7.880853,86.096774,7.701507,61.017,62
edge-asus,fcn_resnet50,sol,cpu,103.690323,16.360646,48.356452,7.927730,86.693548,7.484584,61.015,62
edge-asus,mc3_18,ptc,cpu,101.929194,15.607590,47.858065,7.647866,87.887097,7.235898,61.016,62
edge-asus,mc3_18,sol,cpu,106.221935,16.598273,48.567742,7.858872,85.225806,8.621839,61.017,62
edge-asus,r2plus1d_18,ptc,cpu,98.711290,14.947337,47.988710,7.612365,84.532258,7.040706,61.016,62
edge-asus,r2plus1d_18,sol,cpu,101.136935,15.668095,48.650000,7.883972,85.677419,6.374784,61.020,62
edge-asus,r3d_18,ptc,cpu,103.027258,16.212498,48.220968,7.943858,87.870968,6.790610,61.018,62
edge-asus,r3d_18,sol,cpu,104.687903,16.652267,48.472581,7.977047,87.032258,7.409601,61.017,62
edge-asus,resnet50,ptc,cpu,25.428065,3.353906,14.467742,2.418996,52.838710,3.460345,61.010,62
edge-asus,resnet50,sol,cpu,25.827258,3.708128,15.198387,2.744525,50.983871,3.144334,61.011,62
edge-asus,swin3d_b,ptc,cpu,100.786290,15.129853,48.625806,7.658601,85.500000,7.176912,61.016,62
edge-asus,swin3d_b,sol,cpu,99.608871,17.529749,48.048387,8.822913,82.951613,7.488545,61.017,62
edge-asus,swin3d_s,ptc,cpu,98.881129,18.675634,47.729032,9.519664,84.854839,7.407160,61.018,62
edge-asus,swin3d_s,sol,cpu,99.610484,15.376742,47.114516,7.609816,84.709677,6.269195,61.016,62
edge-asus,swin3d_t,ptc,cpu,97.141290,15.275377,48.204839,7.909701,83.370968,6.054148,61.017,62
edge-asus,swin3d_t,sol,cpu,90.139516,14.042848,45.006452,7.330050,75.032258,8.329829,61.017,62
edge-asus,swin_s,ptc,cpu,55.982581,8.389065,28.046774,4.573652,66.306452,5.250465,61.015,62
edge-asus,swin_s,sol,cpu,49.339677,7.242755,24.543548,3.943620,63.596774,4.807453,61.012,62
edge-asus,swin_t,ptc,cpu,30.063871,4.104506,18.119355,2.899713,56.741935,3.505459,61.010,62
edge-asus,swin_t,sol,cpu,28.839194,3.830069,15.753226,2.495914,56.112903,4.683894,61.010,62
edge-asus,swin_v2_b,ptc,cpu,102.938871,16.195320,49.091935,8.088548,86.225806,6.778570,61.017,62
edge-asus,swin_v2_b,sol,cpu,99.326452,17.662525,46.174194,8.550286,84.758065,6.927471,61.016,62
robot,deeplabv3_resnet101,ptc,cpu,9.828871,1.396075,97.017742,14.509269,93.177419,6.194493,61.005,62
robot,deeplabv3_resnet101,sol,cpu,9.478571,2.218394,93.049206,23.731286,92.301587,7.103844,62.009,63
robot,deeplabv3_resnet50,ptc,cpu,9.504032,1.946152,94.066129,20.888235,92.677419,6.613218,61.006,62
robot,deeplabv3_resnet50,sol,cpu,10.129677,1.748527,95.393548,17.536284,92.612903,7.567662,61.006,62
robot,fcn_resnet101,ptc,cpu,9.688710,1.522364,95.053226,16.135252,93.419355,6.134378,61.006,62
robot,fcn_resnet101,sol,cpu,9.815323,1.152678,97.287097,12.140382,93.338710,5.991778,61.008,62
robot,fcn_resnet50,ptc,cpu,9.845000,1.340122,96.308065,14.001155,93.258065,6.344760,61.010,62
robot,fcn_resnet50,sol,cpu,9.881774,1.409308,96.233871,14.413714,93.209677,6.357970,61.005,62
robot,mc3_18,ptc,cpu,10.007903,1.163072,97.496774,12.013258,94.129032,5.413495,61.007,62
robot,mc3_18,sol,cpu,9.368387,1.892774,93.370968,20.654058,92.161290,7.929515,61.006,62
robot,r2plus1d_18,ptc,cpu,10.000000,1.187535,95.780645,12.085566,93.274194,5.938310,61.010,62
robot,r2plus1d_18,sol,cpu,9.764677,1.290298,96.845161,13.516426,93.338710,6.303976,61.006,62
robot,r3d_18,ptc,cpu,9.986774,1.273618,96.962903,13.036391,93.145161,6.239434,61.005,62
robot,r3d_18,sol,cpu,9.776613,1.336473,96.306452,14.016256,93.112903,6.133212,61.008,62
robot,resnet50,ptc,cpu,10.943226,1.709373,97.014516,15.005868,91.983871,7.256792,61.006,62
robot,resnet50,sol,cpu,11.236774,1.690028,97.070968,14.675208,91.112903,8.295169,61.005,62
robot,swin3d_b,ptc,cpu,9.793871,1.431743,90.324194,13.995168,91.596774,6.366393,61.012,62
robot,swin3d_b,sol,cpu,9.765079,1.334321,97.025397,14.025204,92.904762,4.894812,62.006,63
robot,swin3d_s,ptc,cpu,9.984516,1.372407,90.729032,12.970741,92.225806,6.282129,61.007,62
robot,swin3d_s,sol,cpu,9.722903,1.463859,93.388710,15.090192,91.258065,7.487485,61.012,62
robot,swin3d_t,ptc,cpu,9.608226,1.872696,84.727419,17.704156,90.145161,8.075944,61.023,62
robot,swin3d_t,sol,cpu,10.223871,1.435857,94.879032,13.752960,92.483871,6.546957,61.006,62
robot,swin_s,ptc,cpu,9.968226,1.334246,92.983871,12.961061,91.096774,6.298258,61.012,62
robot,swin_s,sol,cpu,10.282419,1.466039,97.138710,14.264352,92.241935,6.374560,61.006,62
robot,swin_t,ptc,cpu,10.118065,1.514995,93.224194,14.496626,91.322581,6.349433,61.014,62
robot,swin_t,sol,cpu,10.415484,2.243419,94.056452,21.416851,91.693548,7.667671,61.006,62
robot,swin_v2_b,ptc,cpu,9.620323,1.253786,85.608065,11.701644,89.774194,5.798830,61.017,62
robot,swin_v2_b,sol,cpu,9.869194,1.856778,94.746774,19.120018,92.290323,6.926776,61.007,62
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,cpu,33.579365,6.453130,13.363492,3.079131,50.793651,6.726302,62.010,63
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,cpu,25.450000,4.341050,10.031746,2.104781,47.682540,4.780335,62.009,63
edge-asus,fcn_resnet101,vaccel-remote-sol,cpu,33.756349,8.418540,12.507937,3.623613,50.269841,6.297408,62.011,63
edge-asus,fcn_resnet50,vaccel-remote-sol,cpu,26.054444,4.736407,10.814286,2.391908,46.809524,5.830563,62.011,63
edge-asus,mc3_18,vaccel-remote-sol,cpu,25.380000,4.379888,10.733333,2.285496,48.095238,3.526383,62.011,63
edge-asus,r2plus1d_18,vaccel-remote-sol,cpu,25.508889,4.425963,10.814286,2.297193,48.825397,4.337140,62.012,63
edge-asus,r3d_18,vaccel-remote-sol,cpu,25.102063,4.205116,10.498413,2.201622,48.238095,3.521878,62.012,63
edge-asus,resnet50,vaccel-remote-sol,cpu,19.771111,3.093493,10.720635,2.278133,43.460317,2.355846,62.011,63
edge-asus,swin3d_b,vaccel-remote-sol,cpu,24.309841,5.424893,10.320635,2.838408,47.063492,3.795875,62.011,63
edge-asus,swin3d_s,vaccel-remote-sol,cpu,25.369206,4.288890,10.468254,2.163171,46.253968,4.066777,62.013,63
edge-asus,swin3d_t,vaccel-remote-sol,cpu,24.253492,5.409738,10.204762,2.790314,44.349206,3.924521,62.011,63
edge-asus,swin_s,vaccel-remote-sol,cpu,19.914603,3.138401,10.671429,2.199381,45.968254,2.911217,62.011,63
edge-asus,swin_t,vaccel-remote-sol,cpu,19.616190,4.231628,10.111111,2.863404,44.190476,2.231500,62.012,63
edge-asus,swin_v2_b,vaccel-remote-sol,cpu,19.603175,4.129136,10.163492,2.829622,45.777778,2.578571,62.011,63
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-cpu,1.765806,0.145973,25.980645,4.013921,54.290323,1.395697,61.012,62
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-gpu,2.013548,0.180216,32.514516,4.364255,55.822581,2.196215,61.015,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-cpu,1.880968,0.147437,28.730645,3.709212,55.258065,1.900216,61.018,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-gpu,2.037097,0.193744,33.091935,4.490502,53.822581,1.475873,61.010,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-cpu,1.715323,0.183758,24.709677,5.264388,53.354839,1.471194,61.014,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-gpu,1.994516,0.265838,31.298387,6.688302,55.016129,2.136412,61.012,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-cpu,1.819032,0.142972,27.103226,3.471170,53.629032,1.780122,61.018,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-gpu,2.071452,0.195645,33.377419,4.556577,54.774194,1.640411,61.009,62
robot,mc3_18,vaccel-remote-sol,cpu_target-cpu,4.326290,0.567505,49.598387,7.655917,68.741935,4.795615,61.019,62
robot,mc3_18,vaccel-remote-sol,cpu_target-gpu,5.444355,0.698809,67.140323,9.541124,73.290323,5.212847,61.027,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-cpu,4.412903,0.609414,49.882258,7.373832,69.709677,6.152333,61.013,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-gpu,5.444677,0.706862,66.972581,9.454290,73.096774,5.040832,61.035,62
robot,r3d_18,vaccel-remote-sol,cpu_target-cpu,4.340323,0.576113,50.993548,7.483980,69.580645,5.284025,61.032,62
robot,r3d_18,vaccel-remote-sol,cpu_target-gpu,5.341129,1.030180,64.679032,14.606408,73.467742,5.607362,61.036,62
robot,resnet50,vaccel-remote-sol,cpu_target-cpu,1.882903,0.139369,40.983871,5.745186,56.919355,1.462415,61.030,62
robot,resnet50,vaccel-remote-sol,cpu_target-gpu,1.922742,0.152909,39.624194,5.426271,57.387097,1.744622,61.018,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-cpu,4.255806,0.778979,49.532258,10.465208,68.322581,6.060912,61.019,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-gpu,5.287742,0.998852,64.691935,14.327520,72.903226,5.452758,61.025,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-cpu,4.377903,0.631800,50.840323,7.509209,67.064516,6.031827,61.024,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-gpu,5.438226,0.716525,66.641935,9.804386,71.580645,5.490603,61.027,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-cpu,4.122097,0.759932,48.848387,11.179456,63.193548,6.226475,61.031,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-gpu,5.180968,1.011772,64.595161,14.169975,70.951613,6.814187,61.038,62
robot,swin_s,vaccel-remote-sol,cpu_target-cpu,1.901935,0.140470,40.938710,5.442199,59.677419,1.467653,61.018,62
robot,swin_s,vaccel-remote-sol,cpu_target-gpu,1.949194,0.189569,39.630645,5.607932,60.290323,1.210000,61.018,62
robot,swin_t,vaccel-remote-sol,cpu_target-cpu,1.854839,0.239561,39.746774,9.481250,58.419355,1.571402,61.018,62
robot,swin_t,vaccel-remote-sol,cpu_target-gpu,1.950484,0.150348,40.280645,5.712686,59.774194,1.463749,61.022,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-cpu,1.877097,0.229617,39.532258,8.919095,60.629032,1.358769,61.015,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-gpu,2.010968,0.180311,40.969355,5.802685,61.145161,1.175650,61.026,62
