host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,deeplabv3_resnet101,vaccel-local-ptc,cpu,0.000007,0.000051,0.000004,0.000030,121.012,122
robot,deeplabv3_resnet101,vaccel-local-sol,cpu,0.000005,0.000046,0.000004,0.000037,121.011,122
robot,deeplabv3_resnet50,vaccel-local-ptc,cpu,0.000011,0.000054,0.000025,0.000107,121.011,122
robot,deeplabv3_resnet50,vaccel-local-sol,cpu,0.000007,0.000041,0.000006,0.000039,121.015,122
robot,fcn_resnet101,vaccel-local-ptc,cpu,0.000000,0.000000,0.000000,0.000000,121.012,122
robot,fcn_resnet101,vaccel-local-sol,cpu,0.000005,0.000034,0.000003,0.000022,121.012,122
robot,fcn_resnet50,vaccel-local-ptc,cpu,0.000006,0.000035,0.000006,0.000035,121.012,122
robot,fcn_resnet50,vaccel-local-sol,cpu,0.000004,0.000037,0.000002,0.000020,121.014,122
robot,r2plus1d_18,vaccel-local-ptc,cpu,0.000000,0.000000,0.000000,0.000000,121.015,122
robot,r2plus1d_18,vaccel-local-sol,cpu,0.000061,0.000350,0.000125,0.000717,121.014,122
robot,r3d_18,vaccel-local-ptc,cpu,0.000009,0.000063,0.000007,0.000057,121.012,122
robot,r3d_18,vaccel-local-sol,cpu,0.000009,0.000042,0.000007,0.000037,121.011,122
robot,resnet50,vaccel-local-ptc,cpu,0.000039,0.000124,0.000156,0.000563,121.015,122
robot,resnet50,vaccel-local-sol,cpu,0.000025,0.000107,0.000077,0.000383,121.016,122
robot,swin3d_b,vaccel-local-ptc,cpu,0.000000,0.000000,0.000000,0.000000,121.026,122
robot,swin3d_b,vaccel-local-sol,cpu,0.000000,0.000000,0.000000,0.000000,121.012,122
robot,swin3d_s,vaccel-local-ptc,cpu,0.000014,0.000058,0.000048,0.000125,121.022,122
robot,swin3d_s,vaccel-local-sol,cpu,0.000003,0.000036,0.000002,0.000018,121.014,122
robot,swin_s,vaccel-local-ptc,cpu,0.000007,0.000041,0.000006,0.000035,121.014,122
robot,swin_s,vaccel-local-sol,cpu,0.000004,0.000037,0.000002,0.000020,121.014,122
robot,swin_t,vaccel-local-ptc,cpu,0.000000,0.000000,0.000000,0.000000,121.015,122
robot,swin_t,vaccel-local-sol,cpu,0.000011,0.000069,0.000007,0.000050,121.012,122
robot,swin_v2_b,vaccel-local-ptc,cpu,0.000000,0.000000,0.000000,0.000000,121.032,122
robot,swin_v2_b,vaccel-local-sol,cpu,0.000008,0.000055,0.000006,0.000041,121.013,122
