timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1784826337238,2026-07-23T17:05:37.238475+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,17.02,80.0,0,0,1056.12,39,18.635
1784826338238,2026-07-23T17:05:38.238626+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,18.76,80.0,0,0,1056.12,40,38.923
1784826339238,2026-07-23T17:05:39.238791+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.05,80.0,5,1,1056.12,40,60.497
1784826340239,2026-07-23T17:05:40.239015+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.12,80.0,4,1,1056.12,40,82.976
1784826341239,2026-07-23T17:05:41.239237+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.54,80.0,0,0,1056.12,40,104.502
1784826342239,2026-07-23T17:05:42.239383+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.1,80.0,4,1,1056.12,40,126.668
1784826343239,2026-07-23T17:05:43.239605+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.6,80.0,4,1,1056.12,40,149.178
1784826344239,2026-07-23T17:05:44.239777+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.67,80.0,4,1,1056.12,40,170.458
1784826345239,2026-07-23T17:05:45.239936+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.76,80.0,4,1,1056.12,40,192.282
1784826346240,2026-07-23T17:05:46.240163+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.33,80.0,4,1,1056.12,40,214.373
1784826347240,2026-07-23T17:05:47.240401+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.32,80.0,5,1,1056.12,40,236.153
1784826348240,2026-07-23T17:05:48.240584+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.82,80.0,0,0,1056.12,40,257.343
1784826349240,2026-07-23T17:05:49.240816+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.64,80.0,4,1,1056.12,40,279.409
1784826350241,2026-07-23T17:05:50.241002+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.59,80.0,0,0,1056.12,40,301.717
1784826351241,2026-07-23T17:05:51.241198+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.43,80.0,4,1,1056.12,40,324.034
1784826352241,2026-07-23T17:05:52.241379+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.88,80.0,0,0,1056.12,40,345.432
1784826353241,2026-07-23T17:05:53.241615+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.52,80.0,5,1,1056.12,40,367.285
1784826354241,2026-07-23T17:05:54.241812+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.61,80.0,4,1,1056.12,42,389.133
1784826355241,2026-07-23T17:05:55.241883+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.07,80.0,4,1,1056.12,40,411.8
1784826356242,2026-07-23T17:05:56.242101+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.64,80.0,4,1,1056.12,40,434.225
1784826357242,2026-07-23T17:05:57.242300+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.91,80.0,0,0,1056.12,40,455.427
1784826358242,2026-07-23T17:05:58.242616+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.1,80.0,4,1,1056.12,40,477.772
1784826359242,2026-07-23T17:05:59.242837+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.58,80.0,4,1,1056.12,40,497.02
1784826360243,2026-07-23T17:06:00.243032+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.3,80.0,0,0,1056.12,40,513.249
1784826361243,2026-07-23T17:06:01.243227+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.32,80.0,0,0,1056.12,40,529.408
1784826362243,2026-07-23T17:06:02.243428+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,17.7,80.0,0,0,1056.12,40,548.036
1784826363243,2026-07-23T17:06:03.243665+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.59,80.0,4,1,1056.12,40,569.697
1784826364243,2026-07-23T17:06:04.243817+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.71,80.0,5,1,1056.12,40,591.291
1784826365244,2026-07-23T17:06:05.244053+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.41,80.0,4,1,1056.12,40,612.957
1784826366244,2026-07-23T17:06:06.244259+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.34,80.0,4,1,1056.12,40,635.321
1784826367244,2026-07-23T17:06:07.244543+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.27,80.0,5,1,1056.12,40,657.004
1784826368244,2026-07-23T17:06:08.244794+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.42,80.0,4,1,1056.12,40,679.342
1784826369244,2026-07-23T17:06:09.244940+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.21,80.0,0,0,1056.12,40,701.085
1784826370245,2026-07-23T17:06:10.245196+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.3,80.0,4,1,1056.12,40,723.2
1784826371245,2026-07-23T17:06:11.245348+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.77,80.0,0,0,1056.12,41,744.568
1784826372245,2026-07-23T17:06:12.245546+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.77,80.0,4,1,1056.12,40,766.65
1784826373245,2026-07-23T17:06:13.245746+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.35,80.0,4,1,1056.12,40,788.76
1784826374245,2026-07-23T17:06:14.245809+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.94,80.0,4,1,1056.12,40,810.27
1784826375246,2026-07-23T17:06:15.246015+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.38,80.0,4,1,1056.12,40,832.79
1784826376246,2026-07-23T17:06:16.246175+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.96,80.0,0,0,1056.12,40,854.999
1784826377246,2026-07-23T17:06:17.246375+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.43,80.0,4,1,1056.12,40,876.712
1784826378246,2026-07-23T17:06:18.246577+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.46,80.0,4,1,1056.12,40,898.492
1784826379246,2026-07-23T17:06:19.246782+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.45,80.0,0,0,1056.12,41,919.522
1784826380246,2026-07-23T17:06:20.246984+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.88,80.0,4,1,1056.12,40,941.639
1784826381247,2026-07-23T17:06:21.247193+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.32,80.0,4,1,1056.12,40,964.056
1784826382247,2026-07-23T17:06:22.247417+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.86,80.0,4,1,1056.12,42,986.418
1784826383247,2026-07-23T17:06:23.247622+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.08,80.0,0,0,1056.12,42,1007.808
1784826384247,2026-07-23T17:06:24.247845+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.69,80.0,4,1,1056.12,40,1030.134
1784826385248,2026-07-23T17:06:25.248049+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.4,80.0,5,1,1056.12,42,1051.825
1784826386248,2026-07-23T17:06:26.248225+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.05,80.0,0,0,1056.12,40,1074.008
1784826387248,2026-07-23T17:06:27.248423+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.11,80.0,4,1,1056.12,40,1095.779
1784826388248,2026-07-23T17:06:28.248574+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.08,80.0,4,1,1056.12,41,1117.317
1784826389248,2026-07-23T17:06:29.248795+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.0,80.0,5,1,1056.12,40,1140.057
1784826390249,2026-07-23T17:06:30.249007+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.58,80.0,4,1,1056.12,41,1162.791
1784826391249,2026-07-23T17:06:31.249192+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.89,80.0,5,1,1056.12,40,1184.665
1784826392249,2026-07-23T17:06:32.249441+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.38,80.0,4,1,1056.12,40,1206.968
1784826393249,2026-07-23T17:06:33.249651+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.86,80.0,0,0,1056.12,41,1227.605
1784826394249,2026-07-23T17:06:34.249852+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.96,80.0,4,1,1056.12,40,1250.107
1784826395250,2026-07-23T17:06:35.250078+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.94,80.0,4,1,1056.12,41,1272.145
1784826396250,2026-07-23T17:06:36.250251+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.9,80.0,5,1,1056.12,41,1294.218
1784826397250,2026-07-23T17:06:37.250458+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,22.35,80.0,4,1,1056.12,40,1316.364
