timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1784827533711,2026-07-23T17:25:33.711099+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,17.43,80.0,0,0,1170.12,38,16.4
1784827534711,2026-07-23T17:25:34.711280+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.31,80.0,0,0,1170.12,39,38.877
1784827535711,2026-07-23T17:25:35.711486+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.82,80.0,6,1,1170.12,39,63.396
1784827536711,2026-07-23T17:25:36.711637+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.06,80.0,6,1,1170.12,39,89.606
1784827537711,2026-07-23T17:25:37.711842+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,26.0,80.0,7,1,1170.12,40,115.445
1784827538711,2026-07-23T17:25:38.711981+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.68,80.0,3,0,1170.12,39,138.828
1784827539712,2026-07-23T17:25:39.712216+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.74,80.0,6,1,1170.12,40,163.801
1784827540712,2026-07-23T17:25:40.712365+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.48,80.0,0,0,1170.12,39,189.232
1784827541712,2026-07-23T17:25:41.712533+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.21,80.0,6,1,1170.12,40,215.655
1784827542712,2026-07-23T17:25:42.712734+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.58,80.0,6,1,1170.12,39,240.572
1784827543712,2026-07-23T17:25:43.712958+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.57,80.0,4,1,1170.12,40,266.388
1784827544713,2026-07-23T17:25:44.713115+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.37,80.0,7,1,1170.12,40,290.208
1784827545713,2026-07-23T17:25:45.713285+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.66,80.0,6,1,1170.12,40,316.495
1784827546713,2026-07-23T17:25:46.713458+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,26.14,80.0,6,1,1170.12,40,341.747
1784827547713,2026-07-23T17:25:47.713661+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.8,80.0,6,1,1170.12,40,365.883
1784827548713,2026-07-23T17:25:48.713850+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.59,80.0,0,0,1170.12,40,391.626
1784827549714,2026-07-23T17:25:49.714043+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.67,80.0,6,1,1170.12,40,415.869
1784827550714,2026-07-23T17:25:50.714197+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.84,80.0,3,1,1170.12,40,441.532
1784827551714,2026-07-23T17:25:51.714382+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.93,80.0,6,1,1170.12,40,467.714
1784827552714,2026-07-23T17:25:52.714591+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.7,80.0,7,1,1170.12,41,492.232
1784827553714,2026-07-23T17:25:53.714752+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.85,80.0,0,0,1170.12,40,517.862
1784827554714,2026-07-23T17:25:54.714960+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.27,80.0,6,1,1170.12,41,544.241
