timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1785066436379,2026-07-26T11:47:16.379388+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.11,80.0,0,0,1142.12,36,15.941
1785066437379,2026-07-26T11:47:17.379629+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,18.42,80.0,3,1,1142.12,36,34.821
1785066438379,2026-07-26T11:47:18.379837+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.69,80.0,3,1,1142.12,36,54.161
1785066439380,2026-07-26T11:47:19.380037+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.12,80.0,0,0,1142.12,37,74.105
1785066440380,2026-07-26T11:47:20.380196+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.15,80.0,3,1,1142.12,36,93.742
1785066441380,2026-07-26T11:47:21.380371+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.16,80.0,3,1,1142.12,36,113.892
1785066442380,2026-07-26T11:47:22.380554+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.15,80.0,3,1,1142.12,37,133.469
1785066443380,2026-07-26T11:47:23.380737+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.22,80.0,0,0,1142.12,36,153.452
1785066444380,2026-07-26T11:47:24.380927+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.19,80.0,3,1,1142.12,36,172.79
1785066445381,2026-07-26T11:47:25.381106+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.68,80.0,3,1,1142.12,37,193.06
1785066446381,2026-07-26T11:47:26.381319+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.28,80.0,0,0,1142.12,37,213.382
1785066447381,2026-07-26T11:47:27.381569+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.91,80.0,3,1,1142.12,37,233.047
1785066448381,2026-07-26T11:47:28.381713+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.33,80.0,3,1,1142.12,37,253.323
1785066449381,2026-07-26T11:47:29.381897+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.42,80.0,1,0,1142.12,37,273.55
1785066450382,2026-07-26T11:47:30.382098+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,17.63,80.0,0,0,1142.12,37,290.652
1785066451382,2026-07-26T11:47:31.382266+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.17,80.0,0,0,1142.12,37,306.644
1785066452382,2026-07-26T11:47:32.382336+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.19,80.0,0,0,1142.12,37,322.68
1785066453382,2026-07-26T11:47:33.382532+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.5,80.0,3,1,1142.12,37,342.053
1785066454382,2026-07-26T11:47:34.382716+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.8,80.0,3,1,1142.12,37,362.094
1785066455382,2026-07-26T11:47:35.382943+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.18,80.0,3,1,1142.12,37,382.472
1785066456383,2026-07-26T11:47:36.383099+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.88,80.0,2,1,1142.12,37,401.733
1785066457383,2026-07-26T11:47:37.383262+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.85,80.0,3,1,1142.12,37,422.26
1785066458383,2026-07-26T11:47:38.383444+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.43,80.0,3,1,1142.12,37,442.228
1785066459383,2026-07-26T11:47:39.383626+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.48,80.0,3,1,1142.12,38,462.837
1785066460383,2026-07-26T11:47:40.383864+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.26,80.0,3,1,1142.12,37,482.676
1785066461384,2026-07-26T11:47:41.384038+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.93,80.0,3,1,1142.12,37,502.8
