timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1784825206890,2026-07-23T16:46:46.890797+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,17.03,80.0,0,0,1270.12,36,16.75
1784825207891,2026-07-23T16:46:47.891001+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.97,80.0,0,0,1270.12,37,39.755
1784825208891,2026-07-23T16:46:48.891196+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,23.68,80.0,2,1,1270.12,37,59.68
1784825209891,2026-07-23T16:46:49.891398+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.28,80.0,0,0,1270.12,36,75.913
1784825210891,2026-07-23T16:46:50.891622+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.28,80.0,0,0,1270.12,36,92.025
1784825211891,2026-07-23T16:46:51.891824+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,20.81,80.0,7,2,1270.12,37,115.89
1784825212891,2026-07-23T16:46:52.891994+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.46,80.0,7,2,1270.12,38,140.594
1784825213892,2026-07-23T16:46:53.892147+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.78,80.0,0,0,1270.12,37,166.846
1784825214892,2026-07-23T16:46:54.892332+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.86,80.0,7,2,1270.12,37,193.355
1784825215892,2026-07-23T16:46:55.892525+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.5,80.0,7,2,1270.12,37,218.7
1784825216892,2026-07-23T16:46:56.892734+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,26.58,80.0,7,2,1270.12,37,245.057
1784825217892,2026-07-23T16:46:57.892937+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.36,80.0,1,0,1270.12,37,270.623
1784825218893,2026-07-23T16:46:58.893120+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.57,80.0,2,0,1270.12,38,296.486
1784825219893,2026-07-23T16:46:59.893315+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.8,80.0,0,0,1270.12,38,321.59
