host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
edge-asus,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-cpu,3.705295,0.403897,22.633352,2.488735,184.032,185
edge-asus,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-gpu,6.179333,0.791089,37.676364,4.773071,110.020,111
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-cpu,3.653744,0.455483,22.348470,2.847331,187.035,188
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-gpu,6.069812,0.651014,37.057713,3.884094,112.020,113
edge-asus,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-cpu,4.479423,0.482995,27.341396,2.907526,152.024,153
edge-asus,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-gpu,6.197460,0.848037,37.774877,5.091246,110.020,111
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-cpu,4.392332,0.524094,26.769943,3.250145,155.026,156
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-gpu,6.314161,0.734596,38.552039,4.393209,108.019,109
edge-asus,fcn_resnet101,vaccel-remote-ptc,edge-asus-cpu,3.541208,0.400909,21.656832,2.463228,193.034,194
edge-asus,fcn_resnet101,vaccel-remote-ptc,edge-asus-gpu,6.149393,0.823952,37.416761,4.805344,111.020,112
edge-asus,fcn_resnet101,vaccel-remote-sol,edge-asus-cpu,3.496902,0.341392,21.375800,1.984880,195.045,196
edge-asus,fcn_resnet101,vaccel-remote-sol,edge-asus-gpu,6.015429,0.617445,36.750721,3.824675,113.021,114
edge-asus,fcn_resnet50,vaccel-remote-ptc,edge-asus-cpu,4.211317,0.437653,25.780967,2.542532,162.028,163
edge-asus,fcn_resnet50,vaccel-remote-ptc,edge-asus-gpu,6.439500,0.699166,39.272697,4.289344,106.019,107
edge-asus,fcn_resnet50,vaccel-remote-sol,edge-asus-cpu,4.154359,0.404508,25.391785,2.442970,164.027,165
edge-asus,fcn_resnet50,vaccel-remote-sol,edge-asus-gpu,6.315580,0.724865,38.552199,4.296704,108.021,109
edge-asus,r2plus1d_18,vaccel-remote-ptc,edge-asus-cpu,10.535251,1.406222,0.029931,0.003067,227.042,228
edge-asus,r2plus1d_18,vaccel-remote-ptc,edge-asus-gpu,16.402419,1.867225,0.046471,0.005087,145.026,146
edge-asus,r2plus1d_18,vaccel-remote-sol,edge-asus-gpu,16.565610,1.914288,0.046635,0.005123,144.028,145
edge-asus,r3d_18,vaccel-remote-ptc,edge-asus-cpu,11.525010,1.166865,0.032916,0.002900,207.036,208
edge-asus,r3d_18,vaccel-remote-ptc,edge-asus-gpu,16.796774,1.607354,0.046880,0.004439,142.030,143
edge-asus,r3d_18,vaccel-remote-sol,edge-asus-cpu,11.426990,1.267581,0.032892,0.003150,209.040,210
edge-asus,r3d_18,vaccel-remote-sol,edge-asus-gpu,16.653317,1.931221,0.047142,0.005015,143.028,144
edge-asus,resnet50,vaccel-remote-ptc,edge-asus-cpu,8.293936,1.462428,0.076114,0.013233,35.006,36
edge-asus,resnet50,vaccel-remote-ptc,edge-asus-gpu,8.418844,1.042024,0.074259,0.009308,70.014,71
edge-asus,resnet50,vaccel-remote-sol,edge-asus-cpu,7.802294,2.180284,0.068768,0.018770,76.016,77
edge-asus,resnet50,vaccel-remote-sol,edge-asus-gpu,8.410934,1.040974,0.073704,0.009159,70.014,71
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,8.509412,1.266731,0.025948,0.003024,281.056,282
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,16.229328,1.695731,0.045403,0.004674,147.029,148
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-cpu,8.126465,1.199851,0.024313,0.002891,294.054,295
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-gpu,16.062145,1.830961,0.045001,0.004787,148.027,149
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,10.957189,1.396622,0.031344,0.003184,218.041,219
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,16.565079,1.688200,0.046258,0.004673,144.029,145
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-cpu,11.881730,3.522082,0.051449,0.065319,219.038,220
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-gpu,16.602917,1.699680,0.046697,0.004684,143.025,144
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-cpu,8.228782,1.049164,0.072964,0.009221,72.012,73
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-gpu,8.435246,1.063870,0.073831,0.009256,70.014,71
edge-asus,swin_s,vaccel-remote-sol,edge-asus-cpu,8.436063,1.050409,0.073848,0.009093,70.012,71
edge-asus,swin_s,vaccel-remote-sol,edge-asus-gpu,8.402294,1.052332,0.073396,0.009150,70.013,71
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-cpu,8.284875,1.187246,0.072979,0.010006,71.013,72
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-gpu,8.435220,1.066813,0.073762,0.009263,70.014,71
edge-asus,swin_t,vaccel-remote-sol,edge-asus-cpu,8.436001,1.047366,0.074151,0.009197,70.012,71
edge-asus,swin_t,vaccel-remote-sol,edge-asus-gpu,8.402159,1.049349,0.073504,0.009165,70.015,71
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,5.461103,0.752735,0.048788,0.006472,109.019,110
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,8.435206,1.062380,0.073789,0.009211,70.014,71
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,6.569520,0.767775,0.061120,0.007140,90.015,91
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,8.427548,1.059826,0.073593,0.009235,70.014,71
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-cpu,22.446555,2.466781,3.705037,0.395055,184.066,185
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-gpu,37.353446,4.788404,6.179355,0.799600,110.040,111
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-cpu,22.154855,2.743252,3.653509,0.456374,187.055,188
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-gpu,36.744412,3.863352,6.070169,0.649991,112.058,113
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-cpu,27.113901,2.844939,4.479142,0.472642,152.059,153
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-gpu,37.451176,5.133111,6.197203,0.841660,110.042,111
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-cpu,26.620844,3.168832,4.392347,0.515347,155.055,156
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-gpu,38.353025,4.123178,6.340076,0.691596,107.041,108
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-cpu,21.469680,2.383135,3.540937,0.396059,193.045,194
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-gpu,37.245832,4.723532,6.160763,0.818944,110.046,111
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-cpu,21.186792,1.971348,3.493565,0.340141,195.054,196
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-gpu,36.425674,3.790002,6.015346,0.628312,113.037,114
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-cpu,25.582011,2.445205,4.219576,0.423793,161.057,162
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-gpu,38.925428,4.225631,6.439236,0.713577,106.044,107
