host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-cpu,25.167276,2.457110,4.154111,0.413951,164.064,165
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-gpu,38.295135,4.156652,6.333906,0.703952,107.034,108
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-cpu,0.025259,0.002443,10.534990,1.411144,227.099,228
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-gpu,0.039236,0.004299,16.415692,1.806365,145.084,146
robot,r2plus1d_18,vaccel-remote-sol,edge-asus-gpu,0.039435,0.004282,16.596984,1.876806,143.074,144
robot,r3d_18,vaccel-remote-ptc,edge-asus-cpu,0.027764,0.002498,11.524730,1.186312,207.056,208
robot,r3d_18,vaccel-remote-ptc,edge-asus-gpu,0.039605,0.003753,16.796517,1.706249,142.092,143
robot,r3d_18,vaccel-remote-sol,edge-asus-cpu,0.027741,0.002672,11.426760,1.327923,209.071,210
robot,r3d_18,vaccel-remote-sol,edge-asus-gpu,0.039777,0.004181,16.661749,1.939180,143.055,144
robot,resnet50,vaccel-remote-ptc,edge-asus-cpu,0.070644,0.012406,8.279544,1.455909,35.014,36
robot,resnet50,vaccel-remote-ptc,edge-asus-gpu,0.070783,0.008777,8.418354,1.062266,70.017,71
robot,resnet50,vaccel-remote-sol,edge-asus-cpu,0.069939,0.009666,8.258286,1.192444,70.016,71
robot,resnet50,vaccel-remote-sol,edge-asus-gpu,0.070531,0.008756,8.410703,1.057812,70.024,71
robot,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,0.021801,0.002277,8.509165,1.258437,281.115,282
robot,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,0.038424,0.003951,16.258017,1.700997,146.074,147
robot,swin3d_b,vaccel-remote-sol,edge-asus-cpu,0.020718,0.004940,8.229667,2.162442,293.884,291
robot,swin3d_b,vaccel-remote-sol,edge-asus-gpu,0.038013,0.004084,16.072230,1.860417,148.065,149
robot,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,0.026400,0.002582,10.956907,1.425621,218.080,219
robot,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,0.039161,0.003765,16.596491,1.635717,143.087,144
robot,swin3d_s,vaccel-remote-sol,edge-asus-cpu,0.026216,0.002510,10.902528,1.446795,219.093,220
robot,swin3d_s,vaccel-remote-sol,edge-asus-gpu,0.039415,0.003876,16.609740,1.699428,143.060,144
robot,swin_s,vaccel-remote-ptc,edge-asus-cpu,0.070027,0.008976,8.228512,1.059256,72.034,73
robot,swin_s,vaccel-remote-ptc,edge-asus-gpu,0.070961,0.008945,8.434975,1.067335,70.021,71
robot,swin_s,vaccel-remote-sol,edge-asus-cpu,0.071024,0.008820,8.435789,1.062744,70.019,71
robot,swin_s,vaccel-remote-sol,edge-asus-gpu,0.070638,0.008800,8.402030,1.055400,70.022,71
robot,swin_t,vaccel-remote-ptc,edge-asus-cpu,0.070124,0.009668,8.276271,1.196868,71.020,72
robot,swin_t,vaccel-remote-ptc,edge-asus-gpu,0.070911,0.008966,8.426466,1.066676,70.018,71
robot,swin_t,vaccel-remote-sol,edge-asus-cpu,0.071289,0.008843,8.435752,1.068708,70.019,71
robot,swin_t,vaccel-remote-sol,edge-asus-gpu,0.070718,0.008731,8.401917,1.055946,70.021,71
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,0.046755,0.006346,5.460848,0.761333,109.042,110
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,0.070927,0.008828,8.434910,1.059767,70.019,71
robot,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,0.056147,0.006526,6.568599,0.768627,90.026,91
robot,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,0.070839,0.008796,8.427358,1.064791,70.020,71
