host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,deeplabv3_resnet101,vaccel-local-ptc,cpu,0.000017,0.000107,0.000193,0.002056,280.049,281
robot,deeplabv3_resnet101,vaccel-local-sol,cpu,0.000054,0.000408,0.000587,0.007955,308.051,309
robot,deeplabv3_resnet50,vaccel-local-ptc,cpu,0.000004,0.000038,0.000003,0.000024,180.026,181
robot,deeplabv3_resnet50,vaccel-local-sol,cpu,0.000002,0.000029,0.000001,0.000010,201.038,202
robot,fcn_resnet101,vaccel-local-ptc,cpu,0.000007,0.000052,0.000005,0.000041,327.848,322
robot,fcn_resnet101,vaccel-local-sol,cpu,0.000041,0.000398,0.000437,0.007235,376.062,377
robot,fcn_resnet50,vaccel-local-ptc,cpu,0.000008,0.000059,0.000004,0.000036,244.043,245
robot,fcn_resnet50,vaccel-local-sol,cpu,0.000004,0.000036,0.000003,0.000028,269.053,270
robot,r2plus1d_18,vaccel-local-ptc,cpu,0.000015,0.000104,0.000155,0.001417,100.021,101
robot,r2plus1d_18,vaccel-local-sol,cpu,0.000009,0.000069,0.000003,0.000021,107.019,108
robot,r3d_18,vaccel-local-ptc,cpu,0.000013,0.000077,0.000005,0.000026,85.009,86
robot,r3d_18,vaccel-local-sol,cpu,0.000000,0.000000,0.000000,0.000000,99.022,100
robot,resnet50,vaccel-local-ptc,cpu,0.000190,0.000279,0.000590,0.000797,40.007,41
robot,resnet50,vaccel-local-sol,cpu,0.000085,0.000219,0.000250,0.000685,45.014,46
robot,swin3d_b,vaccel-local-ptc,cpu,0.000000,0.000000,0.000001,0.000008,142.032,143
robot,swin3d_b,vaccel-local-sol,cpu,0.000012,0.000076,0.000007,0.000049,136.027,137
robot,swin3d_s,vaccel-local-ptc,cpu,0.000043,0.000123,0.000234,0.001027,90.018,91
robot,swin3d_s,vaccel-local-sol,cpu,0.000005,0.000042,0.000002,0.000015,92.019,93
robot,swin_s,vaccel-local-ptc,cpu,0.000003,0.000035,0.000001,0.000009,127.027,128
robot,swin_s,vaccel-local-sol,cpu,0.864086,2.779308,0.015992,0.051309,155.025,156
robot,swin_t,vaccel-local-ptc,cpu,0.000025,0.000107,0.000014,0.000068,64.016,65
robot,swin_t,vaccel-local-sol,cpu,0.000010,0.000057,0.000004,0.000019,50.005,51
robot,swin_v2_b,vaccel-local-ptc,cpu,0.000010,0.000079,0.000104,0.001497,253.060,254
robot,swin_v2_b,vaccel-local-sol,cpu,0.000002,0.000029,0.000001,0.000007,186.030,187
