container,host,device,model,backend,cpu_percent_mean,cpu_percent_std,mem_mb_mean,mem_mb_std,blk_read_mb_mean,blk_read_mb_std,blk_write_mb_mean,blk_write_mb_std,net_rx_mbps,net_tx_mbps,duration_sec
torchvision-app-agent,edge-asus,gpu,deeplabv3_resnet50,vaccel-remote-sol,10.438254,2.018718,738.814921,12.285926,0.000000,0.000000,95.400000,79.928554,28.351196,304.692092,62.142
torchvision-app-agent,edge-asus,cpu,deeplabv3_resnet50,vaccel-remote-torch,393.584762,85.159598,1641.730952,383.066384,6.074000,0.000000,102.233000,77.432368,26.110647,159.031457,62.180
torchvision-app-agent,edge-asus,gpu,deeplabv3_resnet50,vaccel-remote-torch,10.608413,2.120163,2071.655397,590.406816,0.000000,0.000000,84.369381,80.329968,41.357493,251.193595,62.197
torchvision-app-agent,edge-asus,cpu,fcn_resnet101,vaccel-remote-sol,297.484603,72.225775,650.631905,13.994503,0.000000,0.000000,147.983254,119.991238,18.904081,203.128235,62.136
torchvision-app-agent,edge-asus,gpu,fcn_resnet101,vaccel-remote-sol,11.860952,2.374019,828.838730,11.807550,0.000000,0.000000,120.419762,104.245485,28.249123,303.632817,62.138
torchvision-app-agent,edge-asus,cpu,fcn_resnet101,vaccel-remote-torch,413.386032,91.851309,1792.405238,330.765894,0.000000,0.000000,132.321889,100.249716,23.327133,141.982428,62.146
torchvision-app-agent,edge-asus,gpu,fcn_resnet101,vaccel-remote-torch,11.202222,2.922304,2149.828730,574.132998,0.000000,0.000000,115.803873,103.471952,40.077108,243.551064,62.147
torchvision-app-agent,edge-asus,cpu,fcn_resnet50,vaccel-remote-sol,242.164603,59.199114,501.111270,20.987270,0.000000,0.000000,103.882746,84.221003,21.301402,229.036164,62.133
torchvision-app-agent,edge-asus,gpu,fcn_resnet50,vaccel-remote-sol,10.556508,2.850372,664.854762,12.560868,0.000000,0.000000,80.332190,67.297606,26.922879,289.132484,62.136
torchvision-app-agent,edge-asus,cpu,fcn_resnet50,vaccel-remote-torch,349.987937,82.534464,1594.113333,402.783378,0.000000,0.000000,83.865238,65.696739,28.126698,171.037662,62.132
torchvision-app-agent,edge-asus,gpu,fcn_resnet50,vaccel-remote-torch,9.671905,2.017726,2018.141111,600.220030,0.000000,0.000000,79.577397,66.609041,41.814969,253.951755,62.141
torchvision-app-agent,edge-asus,cpu,mc3_18,vaccel-remote-ptc,384.811587,84.825241,590.337619,18.549527,0.000000,0.000000,56.093540,43.909519,71.753280,0.211438,62.127
torchvision-app-agent,edge-asus,gpu,mc3_18,vaccel-remote-ptc,6.917778,1.425693,576.654603,2.201361,0.000000,0.000000,50.666000,45.208822,130.664736,0.379500,62.166
torchvision-app-agent,edge-asus,cpu,mc3_18,vaccel-remote-sol,243.410635,68.294828,2068.453333,7.882413,0.000000,0.000000,947.518857,51.970927,86.561102,0.257217,62.142
torchvision-app-agent,edge-asus,gpu,mc3_18,vaccel-remote-sol,7.023810,1.380733,1269.574127,0.834224,0.863000,0.000000,744.796968,22.721102,125.345301,0.371779,62.166
torchvision-app-agent,edge-asus,cpu,mc3_18,vaccel-remote-torch,389.251111,86.979146,2045.188889,11.580964,0.000000,0.000000,609.306429,22.176684,85.071563,0.247051,62.141
torchvision-app-agent,edge-asus,gpu,mc3_18,vaccel-remote-torch,7.287460,1.439931,1254.866190,0.195695,7.953000,0.000000,607.899254,22.335323,131.544217,0.379862,62.170
torchvision-app-agent,edge-asus,cpu,r2plus1d_18,vaccel-remote-ptc,395.117619,85.893435,1938.608095,30.740968,0.000000,0.000000,496.190000,117.542598,62.262941,0.181432,62.128
torchvision-app-agent,edge-asus,gpu,r2plus1d_18,vaccel-remote-ptc,8.672381,1.768663,895.477619,1.381446,0.000000,0.000000,142.926270,119.711184,127.985202,0.369427,62.172
torchvision-app-agent,edge-asus,cpu,r2plus1d_18,vaccel-remote-sol,245.087937,54.623849,2709.709206,10.792317,0.000000,0.000000,1286.452667,89.036956,90.118923,0.266877,62.141
torchvision-app-agent,edge-asus,gpu,r2plus1d_18,vaccel-remote-sol,6.889524,1.378583,1603.231746,0.208909,0.863000,0.000000,967.360302,59.471429,125.940930,0.374493,62.164
torchvision-app-agent,edge-asus,cpu,r2plus1d_18,vaccel-remote-torch,396.697143,115.315400,3394.462857,39.660165,1.000000,0.000000,828.731937,58.983657,69.955970,0.205858,62.140
torchvision-app-agent,edge-asus,gpu,r2plus1d_18,vaccel-remote-torch,9.004444,1.835315,1709.260952,0.278224,21.109000,0.000000,823.006444,59.908236,125.894886,0.362818,62.180
torchvision-app-agent,edge-asus,cpu,r3d_18,vaccel-remote-ptc,362.860476,98.696233,1352.112857,34.421962,0.000000,0.000000,244.838905,125.153749,72.940601,0.210167,62.122
torchvision-app-agent,edge-asus,gpu,r3d_18,vaccel-remote-ptc,7.206349,1.496867,830.189206,2.195043,0.000000,0.000000,138.470841,127.774777,129.768727,0.376522,62.169
torchvision-app-agent,edge-asus,cpu,r3d_18,vaccel-remote-sol,243.887778,53.524750,2374.919841,9.888032,0.000000,0.000000,1102.769968,92.413775,89.836606,0.269104,62.132
torchvision-app-agent,edge-asus,gpu,r3d_18,vaccel-remote-sol,6.925714,1.418338,1484.788254,0.210287,0.863000,0.000000,837.035444,63.731913,125.640163,0.375247,62.167
torchvision-app-agent,edge-asus,cpu,r3d_18,vaccel-remote-torch,376.060952,82.769348,2792.367619,18.391695,1.000000,0.000000,703.392952,62.770729,85.666908,0.248089,62.139
torchvision-app-agent,edge-asus,gpu,r3d_18,vaccel-remote-torch,7.223810,1.754226,1529.384603,0.251098,7.953000,0.000000,699.360333,63.355259,126.494749,0.366952,62.177
torchvision-app-agent,edge-asus,cpu,resnet50,vaccel-remote-ptc,289.079683,82.248636,677.428413,3.225689,0.000000,0.000000,100.321635,98.622574,60.664767,0.551751,62.115
torchvision-app-agent,edge-asus,gpu,resnet50,vaccel-remote-ptc,6.240476,1.767492,766.322222,1.340864,0.000000,0.000000,97.541698,98.979529,63.208288,0.571520,62.164
torchvision-app-agent,edge-asus,cpu,resnet50,vaccel-remote-sol,247.350952,54.048279,463.523175,0.565146,0.059000,0.000000,76.713349,75.454993,63.582539,0.599794,62.128
torchvision-app-agent,edge-asus,gpu,resnet50,vaccel-remote-sol,7.507778,1.556507,615.260476,0.313442,2.016000,0.000000,69.182302,56.260618,63.484344,0.597393,62.150
torchvision-app-agent,edge-asus,cpu,resnet50,vaccel-remote-torch,245.786349,53.949287,590.920000,6.171448,0.000000,0.000000,49.902206,48.998471,63.467302,0.576993,62.129
torchvision-app-agent,edge-asus,gpu,resnet50,vaccel-remote-torch,8.310952,1.664062,792.774127,0.844319,0.000000,0.000000,48.350905,49.005950,63.432708,0.575400,62.162
torchvision-app-agent,edge-asus,cpu,swin3d_b,vaccel-remote-sol,247.874444,53.746189,2224.317143,9.866189,0.000000,0.000000,777.508333,126.345448,89.528806,0.268169,62.140
torchvision-app-agent,edge-asus,gpu,swin3d_b,vaccel-remote-sol,6.822857,1.348652,1536.390476,0.161515,0.863000,0.000000,602.058111,132.584837,125.053986,0.372177,62.164
torchvision-app-agent,edge-asus,cpu,swin3d_b,vaccel-remote-torch,410.673810,88.012657,2567.829048,22.736842,0.000000,0.000000,509.210143,117.777224,47.134916,0.136348,62.135
torchvision-app-agent,edge-asus,gpu,swin3d_b,vaccel-remote-torch,15.600159,4.240769,1885.272381,0.402100,0.004000,0.000000,470.329206,131.229825,110.543161,0.318708,62.151
torchvision-app-agent,edge-asus,gpu,swin3d_s,vaccel-remote-ptc,17.945238,3.794812,1132.015714,2.007261,0.000000,0.000000,347.081492,114.345129,111.435550,0.321421,62.149
torchvision-app-agent,edge-asus,cpu,swin3d_s,vaccel-remote-sol,236.521270,65.682682,1476.035079,7.128314,0.000000,0.000000,355.543333,135.810685,85.679413,0.253895,62.136
torchvision-app-agent,edge-asus,gpu,swin3d_s,vaccel-remote-sol,6.951111,1.375966,1005.616032,0.872003,0.863000,0.000000,260.615921,109.187590,127.126955,0.377453,62.164
torchvision-app-agent,edge-asus,cpu,swin3d_s,vaccel-remote-torch,349.095397,76.134820,1387.832857,21.937459,0.000000,0.000000,139.147476,105.291711,65.221578,0.193769,62.136
torchvision-app-agent,edge-asus,gpu,swin3d_s,vaccel-remote-torch,15.789048,3.332513,1332.057619,0.447376,0.004000,0.000000,135.615556,106.292766,117.063281,0.336857,62.151
torchvision-app-agent,edge-asus,cpu,swin3d_t,vaccel-remote-sol,243.464762,53.864601,880.533492,13.665783,0.000000,0.000000,104.260714,90.248260,90.130398,0.267426,62.133
torchvision-app-agent,edge-asus,gpu,swin3d_t,vaccel-remote-sol,6.697143,1.613203,669.674127,0.830364,0.863000,0.000000,77.364698,63.514884,121.491080,0.360062,62.167
torchvision-app-agent,edge-asus,cpu,swin_s,vaccel-remote-ptc,399.389841,85.360399,1121.203492,6.947077,0.000000,0.000000,310.109492,90.149417,43.091369,0.397611,62.111
torchvision-app-agent,edge-asus,gpu,swin_s,vaccel-remote-ptc,9.679683,2.653399,1288.404762,0.877221,0.000000,0.000000,716.519635,94.301314,62.550463,0.566584,62.155
torchvision-app-agent,edge-asus,cpu,swin_s,vaccel-remote-sol,246.227619,53.726775,1225.723492,0.222205,0.059000,0.000000,451.592810,125.465007,63.581394,0.601449,62.130
torchvision-app-agent,edge-asus,gpu,swin_s,vaccel-remote-sol,7.571587,1.501236,1027.995873,0.199337,2.016000,0.000000,325.514603,96.636324,63.559746,0.595372,62.146
torchvision-app-agent,edge-asus,cpu,swin_s,vaccel-remote-torch,383.749048,105.877838,1420.201429,8.626399,0.000000,0.000000,308.243730,94.238423,55.171037,0.507654,62.121
torchvision-app-agent,edge-asus,gpu,swin_s,vaccel-remote-torch,20.958254,5.653710,1505.687302,0.819917,0.000000,0.000000,306.286476,95.042558,62.115179,0.567171,62.147
torchvision-app-agent,edge-asus,cpu,swin_t,vaccel-remote-ptc,328.418254,71.927123,776.495397,11.724226,0.000000,0.000000,111.555286,109.778978,61.185092,0.555872,62.115
torchvision-app-agent,edge-asus,gpu,swin_t,vaccel-remote-ptc,6.892698,1.403889,919.036032,0.940144,0.000000,0.000000,306.932222,110.568568,63.517184,0.576393,62.152
torchvision-app-agent,edge-asus,cpu,swin_t,vaccel-remote-sol,236.682063,69.015946,772.352857,0.240795,0.059000,0.000000,236.833460,84.501353,61.430507,0.580470,62.129
torchvision-app-agent,edge-asus,gpu,swin_t,vaccel-remote-sol,7.613651,1.511542,745.395079,0.332374,2.016000,0.000000,170.857889,54.850882,63.478963,0.594533,62.153
torchvision-app-agent,edge-asus,cpu,swin_t,vaccel-remote-torch,263.429836,58.001754,900.017869,7.964898,0.000000,0.000000,150.743311,53.776295,63.519614,0.577184,62.150
torchvision-app-agent,edge-asus,gpu,swin_t,vaccel-remote-torch,14.948571,3.093886,1174.628254,0.904533,0.000000,0.000000,151.512175,54.225168,63.443815,0.576393,62.152
torchvision-app-agent,edge-asus,gpu,swin_v2_b,vaccel-remote-ptc,12.847937,2.651791,1944.648889,1.041640,0.000000,0.000000,1277.836683,231.132516,63.520765,0.576035,62.149
torchvision-app-agent,edge-asus,cpu,swin_v2_b,vaccel-remote-sol,237.332698,64.092259,1867.293810,0.191580,0.059000,0.000000,814.547270,150.457297,61.943446,0.584405,62.135
torchvision-app-agent,edge-asus,gpu,swin_v2_b,vaccel-remote-sol,7.518889,1.486846,1527.705238,0.255497,2.016000,0.000000,604.561444,169.870468,63.482173,0.596988,62.152
torchvision-app-agent,edge-asus,cpu,swin_v2_b,vaccel-remote-torch,503.067778,107.740938,2294.569841,8.811723,0.000000,0.000000,636.098984,118.365736,39.294674,0.361933,62.133
torchvision-app-agent,edge-asus,gpu,swin_v2_b,vaccel-remote-torch,26.146667,5.596018,2078.803810,0.761186,0.000000,0.000000,622.556476,126.900342,63.465525,0.576708,62.132
torchvision-app,robot,cpu_target-cpu,deeplabv3_resnet101,vaccel-remote-sol,82.981452,14.392264,7876.085968,8.497546,8826.711000,0.000000,190.396081,0.003123,0.000000,0.000000,61.196
torchvision-app,robot,cpu_target-gpu,deeplabv3_resnet101,vaccel-remote-sol,106.285484,17.139830,9090.032742,13.144735,10975.914000,0.000000,191.801000,0.000000,0.000000,0.000000,61.197
torchvision-app,robot,cpu_target-cpu,deeplabv3_resnet101,vaccel-remote-torch,84.398226,14.428411,2440.785000,7.421818,2122.258000,0.000000,3.529726,0.083216,0.000000,0.000000,61.197
torchvision-app,robot,cpu_target-gpu,deeplabv3_resnet101,vaccel-remote-torch,163.942833,27.539925,1585.932167,11.045989,1276.824000,0.000000,2.551000,0.000000,0.000000,0.000000,61.203
torchvision-app,robot,cpu_target-gpu,deeplabv3_resnet50,vaccel-remote-ptc,91.268871,15.299420,1394.542903,27.302954,909.559000,0.000000,2.344000,0.000000,0.000000,0.000000,61.275
torchvision-app,robot,cpu_target-cpu,deeplabv3_resnet50,vaccel-remote-sol,88.081935,19.179750,7920.138871,4.899538,8826.711000,0.000000,190.363000,0.000000,0.000000,0.000000,61.195
torchvision-app,robot,cpu_target-gpu,deeplabv3_resnet50,vaccel-remote-sol,108.464355,17.558802,9085.175484,15.917659,10975.914000,0.000000,191.762000,0.000000,0.000000,0.000000,61.220
torchvision-app,robot,cpu_target-cpu,deeplabv3_resnet50,vaccel-remote-torch,95.775161,15.189971,2219.714194,3.509220,1888.488000,0.000000,3.185839,0.073444,0.000000,0.000000,61.200
torchvision-app,robot,cpu_target-gpu,deeplabv3_resnet50,vaccel-remote-torch,167.332742,28.192296,1590.589032,9.666474,1276.824000,0.000000,2.496000,0.000000,0.000000,0.000000,61.243
torchvision-app,robot,cpu_target-cpu,fcn_resnet101,vaccel-remote-sol,78.315000,12.174996,7910.027903,9.576765,8862.680000,0.000000,190.458548,0.003688,0.000000,0.000000,61.195
torchvision-app,robot,cpu_target-gpu,fcn_resnet101,vaccel-remote-sol,106.290968,17.716851,9083.440645,12.257890,10975.832000,0.000000,191.688000,0.000000,0.000000,0.000000,61.195
torchvision-app,robot,cpu_target-cpu,fcn_resnet101,vaccel-remote-torch,90.661613,16.948827,2460.198710,12.786892,2122.258000,0.000000,4.115016,0.060495,0.000000,0.000000,61.190
torchvision-app,robot,cpu_target-gpu,fcn_resnet101,vaccel-remote-torch,158.610806,37.838548,1813.709032,8.245388,1485.043000,0.000000,2.706016,0.028294,0.000000,0.000000,61.198
torchvision-app,robot,cpu_target-cpu,fcn_resnet50,vaccel-remote-sol,86.093226,14.684468,7905.064516,15.114506,8862.680000,0.000000,190.427548,0.003688,0.000000,0.000000,61.195
torchvision-app,robot,cpu_target-gpu,fcn_resnet50,vaccel-remote-sol,108.866452,26.424831,9078.947097,13.305199,10975.789000,0.000000,191.652000,0.000000,0.000000,0.000000,61.195
torchvision-app,robot,cpu_target-cpu,fcn_resnet50,vaccel-remote-torch,101.850161,17.760581,2463.595484,12.683211,2122.258000,0.000000,3.883194,0.070904,0.000000,0.000000,61.182
torchvision-app,robot,cpu_target-gpu,fcn_resnet50,vaccel-remote-torch,165.550000,27.415572,1593.594355,13.924138,1276.824000,0.000000,2.602000,0.000000,0.000000,0.000000,61.212
torchvision-app,robot,cpu_target-cpu,mc3_18,vaccel-remote-ptc,136.024032,23.388451,6220.106452,17.159896,7071.586000,0.000000,188.798290,0.003786,0.000000,0.000000,61.226
torchvision-app,robot,cpu_target-gpu,mc3_18,vaccel-remote-ptc,263.398387,45.986998,5227.059677,11.748370,6078.520000,0.000000,188.594000,0.000000,0.000000,0.000000,61.235
torchvision-app,robot,cpu_target-cpu,mc3_18,vaccel-remote-sol,177.486774,42.445564,7884.105484,6.536177,8753.445000,0.000000,190.212290,0.003786,0.000000,0.000000,61.208
torchvision-app,robot,cpu_target-gpu,mc3_18,vaccel-remote-sol,258.103667,41.596199,9131.800667,7.441581,10289.250000,0.000000,191.012000,0.000000,0.000000,0.000000,61.203
torchvision-app,robot,cpu_target-cpu,mc3_18,vaccel-remote-torch,157.189677,27.702525,3779.815323,12.873334,3359.004000,0.000000,4.961774,0.003924,0.000000,0.000000,61.211
torchvision-app,robot,cpu_target-gpu,mc3_18,vaccel-remote-torch,263.449016,44.786639,4447.377869,11.647435,4017.180000,0.000000,5.171820,0.006784,0.000000,0.000000,61.292
torchvision-app,robot,cpu_target-cpu,r2plus1d_18,vaccel-remote-ptc,120.920820,22.993666,6218.734262,8.823022,7071.586000,0.000000,188.868246,0.003801,0.000000,0.000000,61.206
torchvision-app,robot,cpu_target-gpu,r2plus1d_18,vaccel-remote-ptc,259.856290,44.799010,5225.053871,5.858578,6078.520000,0.000000,188.695000,0.000000,0.000000,0.000000,61.276
torchvision-app,robot,cpu_target-cpu,r2plus1d_18,vaccel-remote-sol,186.961639,33.000433,7883.749508,8.716807,8753.445000,0.000000,190.293000,0.000000,0.000000,0.000000,61.205
torchvision-app,robot,cpu_target-gpu,r2plus1d_18,vaccel-remote-sol,257.049167,45.027790,9373.487500,5.009984,10539.199000,0.000000,191.129000,0.000000,0.000000,0.000000,61.259
torchvision-app,robot,cpu_target-cpu,r2plus1d_18,vaccel-remote-torch,134.815410,33.682300,4048.097377,24.672047,3607.066000,0.000000,5.040115,0.003842,0.000000,0.000000,61.207
torchvision-app,robot,cpu_target-gpu,r2plus1d_18,vaccel-remote-torch,258.380333,45.304811,4702.470500,25.576550,4264.438000,0.000000,5.274317,0.003403,0.000000,0.000000,61.292
torchvision-app,robot,cpu_target-cpu,r3d_18,vaccel-remote-ptc,139.298710,31.228607,6229.838226,12.783273,7071.586000,0.000000,188.833032,0.003865,0.000000,0.000000,61.207
torchvision-app,robot,cpu_target-gpu,r3d_18,vaccel-remote-ptc,263.215000,45.452203,5231.780484,8.574349,6078.520000,0.000000,188.645000,0.000000,0.000000,0.000000,61.256
torchvision-app,robot,cpu_target-cpu,r3d_18,vaccel-remote-sol,187.517627,32.834266,7899.942034,19.672972,8753.445000,0.000000,190.251424,0.003738,0.000000,0.000000,61.236
torchvision-app,robot,cpu_target-gpu,r3d_18,vaccel-remote-sol,257.594000,44.577890,9268.667000,15.359319,10417.617000,0.000000,191.070000,0.000000,0.000000,0.000000,61.238
torchvision-app,robot,cpu_target-cpu,r3d_18,vaccel-remote-torch,156.912623,27.280422,3903.500164,9.273935,3486.504000,0.000000,5.000984,0.003877,0.000000,0.000000,61.200
torchvision-app,robot,cpu_target-gpu,r3d_18,vaccel-remote-torch,253.962833,62.358697,4575.607333,9.663587,4144.430000,0.000000,5.223800,0.003919,0.000000,0.000000,61.244
torchvision-app,robot,cpu_target-cpu,resnet50,vaccel-remote-ptc,153.546935,34.964381,4548.066613,7.199840,5209.809000,0.000000,188.258000,0.000000,0.000000,0.000000,61.220
torchvision-app,robot,cpu_target-gpu,resnet50,vaccel-remote-ptc,142.486393,40.237426,3780.984918,8.331890,4741.613000,0.000000,187.714869,0.001016,0.000000,0.000000,61.222
torchvision-app,robot,cpu_target-cpu,resnet50,vaccel-remote-sol,148.942333,24.787065,7783.365833,14.962815,8750.043000,0.000000,189.777000,0.000000,0.000000,0.000000,61.260
torchvision-app,robot,cpu_target-gpu,resnet50,vaccel-remote-sol,148.278710,24.525607,8539.026129,9.694393,9520.824000,0.000000,190.513548,0.003688,0.000000,0.000000,61.239
torchvision-app,robot,cpu_target-cpu,resnet50,vaccel-remote-torch,151.317742,24.641445,3212.640968,12.389128,2900.273000,0.000000,4.301645,0.003948,0.000000,0.000000,61.232
torchvision-app,robot,cpu_target-gpu,resnet50,vaccel-remote-torch,150.671452,25.852230,3390.134677,18.062605,3090.125000,0.000000,4.586516,0.003967,0.000000,0.000000,61.229
torchvision-app,robot,cpu_target-cpu,swin3d_b,vaccel-remote-sol,186.343387,32.572014,7882.371935,5.926809,8753.445000,0.000000,190.173935,0.003501,0.000000,0.000000,61.225
torchvision-app,robot,cpu_target-gpu,swin3d_b,vaccel-remote-sol,258.380862,45.999045,9094.073103,12.525091,10241.245000,0.093226,190.961000,0.000000,0.000000,0.000000,61.206
torchvision-app,robot,cpu_target-cpu,swin3d_b,vaccel-remote-torch,95.560984,19.699193,3735.089672,7.535676,3314.191000,0.000000,4.936033,0.003445,0.000000,0.000000,61.193
torchvision-app,robot,cpu_target-gpu,swin3d_b,vaccel-remote-torch,233.051500,58.916325,4397.347333,16.356328,3972.367000,0.000000,5.126333,0.003771,0.000000,0.000000,61.233
torchvision-app,robot,cpu_target-gpu,swin3d_s,vaccel-remote-ptc,233.858305,41.846426,5230.883729,19.544106,6078.516000,0.000000,188.505288,0.003787,0.000000,0.000000,61.225
torchvision-app,robot,cpu_target-cpu,swin3d_s,vaccel-remote-sol,181.369672,43.480208,7874.210984,5.455069,8753.445000,0.000000,190.134508,0.003705,0.000000,0.000000,61.223
torchvision-app,robot,cpu_target-gpu,swin3d_s,vaccel-remote-sol,255.767049,44.666837,8994.915410,12.630012,9867.926000,0.000000,190.902000,0.000000,0.000000,0.000000,61.234
torchvision-app,robot,cpu_target-cpu,swin3d_s,vaccel-remote-torch,120.786452,21.970048,3734.548871,10.487359,3314.191000,0.000000,4.900081,0.003123,0.000000,0.000000,61.187
torchvision-app,robot,cpu_target-gpu,swin3d_s,vaccel-remote-torch,242.016333,42.314594,4035.610833,13.096722,3607.715000,0.000000,5.075467,0.003721,0.000000,0.000000,61.252
torchvision-app,robot,cpu_target-cpu,swin3d_t,vaccel-remote-sol,187.759672,32.800238,7885.784426,16.521791,8753.445000,0.000000,190.095377,0.003755,0.000000,0.000000,61.235
torchvision-app,robot,cpu_target-gpu,swin3d_t,vaccel-remote-sol,248.089667,59.553410,8781.443000,26.487544,9646.133000,0.000000,190.844000,0.000000,0.000000,0.000000,61.285
torchvision-app,robot,cpu_target-cpu,swin_s,vaccel-remote-ptc,130.837742,20.017310,4544.040645,14.252032,5209.832000,0.000000,188.407290,0.003786,0.000000,0.000000,61.270
