container,host,device,model,backend,cpu_percent_mean,cpu_percent_std,mem_mb_mean,mem_mb_std,blk_read_mb_mean,blk_read_mb_std,blk_write_mb_mean,blk_write_mb_std,net_rx_mbps,net_tx_mbps,duration_sec
torchvision-app,edge-asus,cpu,mc3_18_sol,stock,780.788214,167.363664,633.264286,14.799336,263.918000,0.000000,0.910143,0.007818,0.000000,0.000000,27.058
torchvision-app,edge-asus,gpu,mc3_18_sol,stock,1718.905692,262.596491,783.855538,9.809010,52.328000,0.000000,42.148000,0.000000,0.000000,0.000000,64.158
torchvision-app,edge-asus,cpu,mc3_18,stock,773.833103,193.006970,660.685172,15.852615,244.441034,8.578871,0.864655,0.040473,0.000000,0.000000,28.066
torchvision-app,edge-asus,gpu,mc3_18,stock,1696.729375,282.544517,872.920156,12.435407,52.297000,0.000000,42.037016,0.793601,0.000000,0.000000,63.158
torchvision-app,edge-asus,cpu,mobilenet_v3_large_sol,stock,753.725714,377.593405,346.614286,1.777501,109.086000,0.000000,0.538571,0.037044,0.000000,0.001330,6.013
torchvision-app,edge-asus,gpu,mobilenet_v3_large_sol,stock,2017.558462,486.401921,815.964103,0.529633,49.602000,0.000000,22.420769,5.573710,0.000000,0.000000,39.094
torchvision-app,edge-asus,cpu,mobilenet_v3_large,stock,793.984444,369.905451,369.198889,3.450254,109.070000,0.000000,0.480000,0.000000,0.000000,0.000000,8.018
torchvision-app,edge-asus,gpu,mobilenet_v3_large,stock,2047.164500,343.586545,782.487250,1.202741,39.742000,0.000000,19.957150,0.040536,0.000000,0.000000,39.093
torchvision-app,edge-asus,cpu,r2plus1d_18_sol,stock,799.977000,174.596398,1174.754667,22.532758,799.348000,0.000000,1.914000,0.006928,0.000000,0.000275,29.061
torchvision-app,edge-asus,gpu,r2plus1d_18_sol,stock,1716.817424,269.708804,1123.397576,17.840175,376.168000,0.000000,49.211000,0.000000,0.000000,0.000123,65.158
torchvision-app,edge-asus,cpu,r2plus1d_18,stock,794.217667,193.865587,1212.755667,14.872960,680.664000,0.000000,1.881667,0.034970,0.000000,0.000275,29.062
torchvision-app,edge-asus,gpu,r2plus1d_18,stock,1692.153788,322.294089,1109.241818,12.128727,284.031000,0.000000,49.199000,0.000000,0.000000,0.000123,65.167
torchvision-app,edge-asus,cpu,r3d_18_sol,stock,774.281429,200.830352,652.162143,10.319259,265.152000,0.000000,0.949393,0.007432,0.000000,0.000296,27.055
torchvision-app,edge-asus,gpu,r3d_18_sol,stock,1720.293485,251.384440,789.310303,1.287816,52.383000,0.000000,42.172000,0.000000,0.000123,0.000123,65.164
torchvision-app,edge-asus,cpu,r3d_18,stock,763.967500,218.071856,815.413929,1.493680,265.090000,0.000000,0.930143,0.007818,0.000000,0.000000,27.058
torchvision-app,edge-asus,gpu,r3d_18,stock,1712.388000,258.728405,872.028615,13.849223,52.328000,0.000000,42.160000,0.000000,0.000125,0.000125,64.165
torchvision-app,edge-asus,cpu,resnet50_sol,stock,919.738421,242.208979,326.687895,1.321457,83.711000,0.000000,0.398000,0.000000,0.000000,0.000000,18.043
torchvision-app,edge-asus,gpu,resnet50_sol,stock,1997.151000,413.067918,657.018250,1.667534,34.086000,0.000000,19.875150,0.040536,0.000000,0.000000,39.096
torchvision-app,edge-asus,cpu,resnet50,stock,928.818500,228.068587,424.882000,0.776998,80.367000,0.000000,0.313450,0.019397,0.000000,0.000000,19.046
torchvision-app,edge-asus,gpu,resnet50,stock,1998.152632,361.254553,762.935526,1.284594,34.086000,0.000000,19.785368,0.044938,0.000000,0.000000,37.094
torchvision-app,edge-asus,cpu,swin3d_b_sol,stock,802.302812,171.286292,1592.433437,15.564538,1170.848000,0.000000,2.032281,0.006424,0.000258,0.000258,31.065
torchvision-app,edge-asus,gpu,swin3d_b_sol,stock,1697.639846,324.086920,1138.836308,13.671035,378.949000,0.000000,49.281000,0.000000,0.000000,0.000125,64.156
torchvision-app,edge-asus,cpu,swin3d_b,stock,831.811944,167.197766,1939.730556,29.335321,1169.902000,0.000000,2.016444,0.005398,0.000228,0.000228,35.079
torchvision-app,edge-asus,gpu,swin3d_b,stock,1705.990746,319.229517,1492.931791,7.930511,378.352000,0.000000,49.270000,0.000000,0.000000,0.000121,66.162
torchvision-app,edge-asus,cpu,swin3d_s_sol,stock,791.057857,165.163370,1430.172857,5.482650,1020.277000,0.000000,1.992143,0.007818,0.000000,0.000296,27.061
torchvision-app,edge-asus,gpu,swin3d_s_sol,stock,1721.423846,289.871473,1138.117692,11.080750,378.352000,0.000000,49.258000,0.000000,0.000125,0.000000,64.159
torchvision-app,edge-asus,cpu,swin3d_s,stock,776.038621,201.085122,1720.330000,0.697582,1018.551000,0.000000,1.972448,0.006558,0.000285,0.000000,28.059
torchvision-app,edge-asus,gpu,swin3d_s,stock,1725.316212,301.873110,1499.936364,13.061095,377.238000,0.000000,49.246000,0.000000,0.000123,0.000000,65.172
torchvision-app,edge-asus,cpu,swin3d_t_sol,stock,750.713846,223.797385,1234.942308,2.758375,800.516000,0.000000,1.950231,0.006635,0.000000,0.000000,25.059
torchvision-app,edge-asus,gpu,swin3d_t_sol,stock,1709.291846,322.406596,1130.374923,8.751060,377.238000,0.000000,49.234000,0.000000,0.000125,0.000000,64.169
torchvision-app,edge-asus,cpu,swin3d_t,stock,784.991923,173.417799,1336.639615,8.510387,799.348000,0.000000,1.931846,0.006455,0.000000,0.000000,25.056
torchvision-app,edge-asus,gpu,swin3d_t,stock,1706.009524,261.620620,1435.427460,12.904099,376.168000,0.000000,49.223000,0.000000,0.000000,0.000129,62.164
torchvision-app,edge-asus,cpu,swin_s_sol,stock,946.182632,225.245981,951.340789,6.233732,673.754000,0.000000,1.588263,0.043038,0.000000,0.000000,37.088
torchvision-app,edge-asus,gpu,swin_s_sol,stock,1941.387027,355.601003,912.192973,1.926322,254.215000,0.000000,48.919324,0.040865,0.000000,0.000000,36.094
torchvision-app,edge-asus,cpu,swin_s,stock,975.228333,147.828901,1024.383125,0.245553,484.395000,0.000000,1.502000,0.044892,0.000000,0.000000,47.121
torchvision-app,edge-asus,gpu,swin_s,stock,1831.700000,364.685458,1072.128667,1.909169,63.703000,0.000000,48.838689,0.042477,0.000000,0.000000,44.113
torchvision-app,edge-asus,cpu,swin_t_sol,stock,942.299545,214.074917,489.245455,2.936011,226.594000,0.000000,0.730727,0.017081,0.000000,0.000000,21.053
torchvision-app,edge-asus,gpu,swin_t_sol,stock,1967.743514,450.683703,691.020541,2.423419,52.297000,0.000000,35.618324,0.040865,0.000000,0.000000,36.098
torchvision-app,edge-asus,cpu,swin_t,stock,929.004444,248.354991,604.316667,1.568432,224.824000,0.000000,0.660074,0.050304,0.000000,0.000307,26.063
torchvision-app,edge-asus,gpu,swin_t,stock,1982.855000,367.540787,1001.606905,1.605198,49.602000,0.000000,35.542762,0.039821,0.000000,0.000190,42.109
torchvision-app,edge-asus,cpu,swin_v2_b_sol,stock,978.198873,139.178554,976.604507,5.579954,680.664000,0.000000,1.789704,0.037502,0.000000,0.000114,70.168
torchvision-app,edge-asus,gpu,swin_v2_b_sol,stock,1791.614490,285.969643,951.129388,1.283756,284.031000,0.000000,49.092551,0.039032,0.000000,0.000166,48.122
torchvision-app,edge-asus,cpu,swin_v2_b,stock,985.027558,116.553521,1309.014767,5.293900,676.402000,0.000000,1.705326,0.034670,0.000000,0.000000,85.226
torchvision-app,edge-asus,gpu,swin_v2_b,stock,1738.908077,255.018518,1354.456154,2.400329,282.676000,0.000000,49.013769,0.037846,0.000000,0.000000,51.122
torchvision-app,edge-xtreme,cpu,deeplabv3_mobilenet_v3_large_sol,stock,830.048485,155.998317,279.230909,4.248899,0.000000,0.000000,0.020000,0.000000,0.000000,0.000249,32.086
torchvision-app,edge-xtreme,gpu,deeplabv3_mobilenet_v3_large_sol,stock,593.324074,125.531686,3592.159630,3.158135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.067
torchvision-app,edge-xtreme,cpu,deeplabv3_mobilenet_v3_large,stock,858.250204,179.328514,313.754898,1.426517,0.000000,0.000000,0.020000,0.000000,0.000000,0.000166,48.121
torchvision-app,edge-xtreme,gpu,deeplabv3_mobilenet_v3_large,stock,533.627333,103.308427,3735.002667,3.636715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.070
torchvision-app,edge-xtreme,cpu,deeplabv3_resnet101_sol,stock,942.740414,84.318085,305.559474,16.726329,0.000000,0.000000,0.020000,0.000000,0.000030,0.000000,265.698
torchvision-app,edge-xtreme,gpu,deeplabv3_resnet101_sol,stock,323.737018,48.892893,3609.115439,3.274531,0.000000,0.000000,0.000000,0.000000,0.000143,0.000143,56.133
torchvision-app,edge-xtreme,cpu,deeplabv3_resnet101,stock,949.225226,78.857057,599.972677,0.217586,0.000000,0.000000,0.020000,0.000000,0.000026,0.000026,309.793
torchvision-app,edge-xtreme,gpu,deeplabv3_resnet101,stock,466.557059,103.788663,3732.995294,2.053611,0.000000,0.000000,0.000000,0.000000,0.000242,0.000000,33.078
torchvision-app,edge-xtreme,cpu,deeplabv3_resnet50_sol,stock,919.554722,89.425484,277.278722,19.527545,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,179.473
torchvision-app,edge-xtreme,gpu,deeplabv3_resnet50_sol,stock,394.294762,80.172722,3595.010714,2.331123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.099
torchvision-app,edge-xtreme,cpu,deeplabv3_resnet50,stock,931.622018,90.834584,457.544933,2.804470,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,222.560
torchvision-app,edge-xtreme,gpu,deeplabv3_resnet50,stock,570.130714,113.602780,3719.257500,5.297722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.069
torchvision-app,edge-xtreme,cpu,fcn_resnet101_sol,stock,928.936454,79.508210,298.639645,37.789720,0.000000,0.000000,0.020000,0.000000,0.000028,0.000000,281.721
torchvision-app,edge-xtreme,gpu,fcn_resnet101_sol,stock,340.279057,50.030863,2973.578679,3.792596,0.000000,0.000000,0.000000,0.000000,0.000153,0.000153,52.130
torchvision-app,edge-xtreme,cpu,fcn_resnet101,stock,953.104254,67.533040,567.461940,0.258929,0.000000,0.000000,0.020000,0.000000,0.000030,0.000000,267.677
torchvision-app,edge-xtreme,gpu,fcn_resnet101,stock,513.576774,117.930638,3738.009677,3.179338,0.000000,0.000000,0.000000,0.000000,0.000266,0.000266,30.074
torchvision-app,edge-xtreme,cpu,fcn_resnet50_sol,stock,908.507749,69.871104,293.410785,39.070353,0.000000,0.000000,0.016000,0.000000,0.000000,0.000042,190.475
torchvision-app,edge-xtreme,gpu,fcn_resnet50_sol,stock,425.015000,89.727664,2963.578158,1.433452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000216,37.091
torchvision-app,edge-xtreme,cpu,fcn_resnet50,stock,927.311639,78.030107,430.743279,14.065498,0.000000,0.000000,0.016000,0.000000,0.000000,0.000044,182.461
torchvision-app,edge-xtreme,gpu,fcn_resnet50,stock,604.005769,137.488906,3725.883462,3.781055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000319,25.062
torchvision-app,edge-xtreme,cpu,mc3_18_sol,stock,824.900175,192.304816,383.886667,16.115318,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,56.137
torchvision-app,edge-xtreme,gpu,mc3_18_sol,stock,857.843953,227.408440,3678.601163,11.224863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.107
torchvision-app,edge-xtreme,cpu,mc3_18,stock,836.802807,167.228805,436.697018,12.445807,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,56.135
torchvision-app,edge-xtreme,gpu,mc3_18,stock,869.747143,218.606550,4014.244524,8.361676,0.000000,0.000000,0.000000,0.000000,0.000195,0.000195,41.105
torchvision-app,edge-xtreme,cpu,mobilenet_v3_large_sol,stock,748.651579,186.602442,254.134211,1.294569,0.000000,0.000000,0.020000,0.000000,0.000000,0.000443,18.042
torchvision-app,edge-xtreme,cpu,mobilenet_v3_large,stock,782.105000,175.681650,266.130769,3.822397,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,25.064
torchvision-app,edge-xtreme,gpu,mobilenet_v3_large,stock,365.747143,118.173213,3902.572857,1.123015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.032
torchvision-app,edge-xtreme,cpu,r2plus1d_18_sol,stock,824.702951,177.435878,397.306393,20.617878,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,60.142
torchvision-app,edge-xtreme,gpu,r2plus1d_18_sol,stock,872.136190,193.206962,3684.727381,11.699061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.110
torchvision-app,edge-xtreme,cpu,r2plus1d_18,stock,821.800794,177.063722,508.177143,28.300983,0.000000,0.000000,0.020000,0.000000,0.000000,0.000129,62.158
torchvision-app,edge-xtreme,gpu,r2plus1d_18,stock,869.827619,203.840699,4032.818095,8.212076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.097
torchvision-app,edge-xtreme,cpu,r3d_18_sol,stock,834.176607,164.705753,395.965000,18.328385,0.000000,0.000000,0.020000,0.000000,0.000145,0.000145,55.135
torchvision-app,edge-xtreme,gpu,r3d_18_sol,stock,857.135116,223.321471,3681.162326,12.881473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.108
torchvision-app,edge-xtreme,cpu,r3d_18,stock,824.791034,186.341293,503.835172,19.257102,0.000000,0.000000,0.020000,0.000000,0.000140,0.000140,57.137
torchvision-app,edge-xtreme,gpu,r3d_18,stock,873.441667,208.413774,4037.127857,17.613305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.109
torchvision-app,edge-xtreme,cpu,resnet50_sol,stock,886.317667,158.263286,258.408167,4.650822,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,59.165
torchvision-app,edge-xtreme,cpu,resnet50,stock,906.645574,124.155565,357.467541,0.570851,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,60.164
torchvision-app,edge-xtreme,gpu,resnet50,stock,343.922857,140.955277,3906.488571,2.086042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.030
torchvision-app,edge-xtreme,cpu,swin3d_b_sol,stock,848.222857,169.941481,435.185714,11.526607,0.000000,0.000000,0.023000,0.000000,0.000116,0.000116,69.167
torchvision-app,edge-xtreme,gpu,swin3d_b_sol,stock,875.346905,194.971048,3880.995714,13.641179,0.000000,0.000000,0.000000,0.000000,0.000195,0.000000,41.100
torchvision-app,edge-xtreme,cpu,swin3d_b,stock,861.241781,144.082223,817.633836,15.989582,0.000000,0.000000,0.023000,0.000000,0.000111,0.000111,72.194
torchvision-app,edge-xtreme,gpu,swin3d_b,stock,855.646512,223.034099,3889.134651,12.209902,0.000000,0.000000,0.000000,0.000000,0.000190,0.000000,42.108
torchvision-app,edge-xtreme,cpu,swin3d_s_sol,stock,865.821897,160.587285,430.126552,9.585776,0.000000,0.000000,0.023000,0.000000,0.000000,0.000140,57.145
torchvision-app,edge-xtreme,gpu,swin3d_s_sol,stock,871.765000,213.112757,3890.705714,15.781421,0.000000,0.000000,0.000000,0.000000,0.000195,0.000195,41.105
torchvision-app,edge-xtreme,cpu,swin3d_s,stock,850.794127,181.334802,669.300000,14.940152,0.000000,0.000000,0.023000,0.000000,0.000000,0.000000,62.154
torchvision-app,edge-xtreme,gpu,swin3d_s,stock,871.911429,197.475978,3887.720714,10.109209,0.000000,0.000000,0.000000,0.000000,0.000195,0.000195,41.106
torchvision-app,edge-xtreme,cpu,swin3d_t_sol,stock,855.875686,166.890680,446.110980,13.117660,0.000000,0.000000,0.023000,0.000000,0.000000,0.000000,50.125
torchvision-app,edge-xtreme,cpu,swin3d_t,stock,843.461481,195.743782,554.347963,11.810369,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,53.137
torchvision-app,edge-xtreme,gpu,swin3d_t,stock,873.170714,216.293320,3880.135000,12.514788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000195,41.108
torchvision-app,edge-xtreme,cpu,swin_s_sol,stock,925.736344,133.115899,273.596989,3.279210,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,92.236
torchvision-app,edge-xtreme,gpu,swin_s_sol,stock,366.866154,140.630224,3775.952308,0.635902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000665,12.030
torchvision-app,edge-xtreme,cpu,swin_s,stock,922.950290,83.107158,570.420942,0.261107,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,137.380
torchvision-app,edge-xtreme,gpu,swin_s,stock,228.327586,45.081011,3777.106552,1.435794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.069
torchvision-app,edge-xtreme,cpu,swin_t_sol,stock,887.542807,169.024541,270.097719,2.185120,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,56.139
torchvision-app,edge-xtreme,gpu,swin_t_sol,stock,419.600000,154.465817,3768.236364,5.374235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000798,10.023
torchvision-app,edge-xtreme,cpu,swin_t,stock,887.950500,144.115983,400.569125,0.298849,0.000000,0.000000,0.020000,0.000000,0.000000,0.000101,79.212
torchvision-app,edge-xtreme,gpu,swin_t,stock,287.640000,92.024408,3772.356842,1.811708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.045
torchvision-app,edge-xtreme,cpu,swin_v2_b_sol,stock,940.327634,99.524641,314.619462,7.041484,0.000000,0.000000,0.020000,0.000000,0.000000,0.000043,185.520
torchvision-app,edge-xtreme,gpu,swin_v2_b_sol,stock,316.675625,97.770441,3594.740625,3.555050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.040
torchvision-app,edge-xtreme,cpu,swin_v2_b,stock,912.024748,85.241115,650.116933,1.859172,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,237.676
torchvision-app,edge-xtreme,gpu,swin_v2_b,stock,195.268947,46.070023,3777.873158,1.886085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000216,37.092
torchvision-app,robot,cpu,deeplabv3_mobilenet_v3_large_sol,stock,363.433200,96.839408,1759.078400,7.962567,1500.406000,0.000000,2.996000,0.000000,0.000000,0.000307,26.059
torchvision-app,robot,cpu,deeplabv3_mobilenet_v3_large,stock,376.325312,72.988001,1816.195938,2.516786,1500.402000,0.000000,2.940562,0.001694,0.000000,0.000222,36.078
torchvision-app,robot,cpu,deeplabv3_resnet101_sol,stock,392.965620,24.853218,1575.624550,18.520617,1291.883000,0.000000,2.766000,0.000000,0.000000,0.000000,422.076
torchvision-app,robot,cpu,deeplabv3_resnet101,stock,393.311090,23.123859,1882.781230,0.089601,1291.877626,0.001899,2.703000,0.000000,0.000000,0.000000,450.095
torchvision-app,robot,cpu,deeplabv3_resnet50_sol,stock,391.490328,30.057456,731.650036,17.724253,452.184000,0.000000,1.539569,0.116944,0.000028,0.000000,280.758
torchvision-app,robot,cpu,deeplabv3_resnet50,stock,389.491821,33.530153,869.338146,28.043824,412.258421,23.173719,0.317884,0.321121,0.000000,0.000000,314.794
torchvision-app,robot,cpu,fcn_resnet101_sol,stock,391.045615,23.963678,1823.254365,45.924526,1500.297000,0.000000,2.883000,0.000000,0.000000,0.000000,534.464
torchvision-app,robot,cpu,fcn_resnet101,stock,389.366947,30.467842,1849.306605,0.074578,1291.883000,0.000000,2.820000,0.000000,0.000000,0.000000,396.897
torchvision-app,robot,cpu,fcn_resnet50_sol,stock,391.673773,21.373588,758.699457,37.758668,452.188000,0.000000,2.254000,0.000000,0.000000,0.000020,397.132
torchvision-app,robot,cpu,fcn_resnet50,stock,392.496613,25.907421,873.609234,6.378630,452.184000,0.000000,2.125278,0.071497,0.000031,0.000000,256.582
torchvision-app,robot,cpu,mc3_18_sol,stock,342.783158,68.688459,1127.383333,18.571261,803.266000,0.000000,2.652000,0.000000,0.000000,0.000142,56.148
torchvision-app,robot,cpu,mc3_18,stock,344.564151,58.573085,1185.628868,16.012153,802.569000,0.145167,2.633000,0.000000,0.000000,0.000151,53.149
torchvision-app,robot,cpu,mobilenet_v3_large_sol,stock,311.804545,148.037777,715.008182,0.939737,475.645000,0.000000,2.470091,0.003848,0.000000,0.000000,11.026
torchvision-app,robot,cpu,mobilenet_v3_large,stock,356.615333,99.355839,746.484000,0.150013,475.641000,0.000000,2.416400,0.003200,0.000000,0.000570,14.037
torchvision-app,robot,cpu,r2plus1d_18_sol,stock,346.828393,59.809507,2152.909821,25.130167,1811.316000,0.000000,3.293000,0.000000,0.000140,0.000140,57.168
torchvision-app,robot,cpu,r2plus1d_18,stock,340.570000,68.179350,2188.112143,24.874102,1690.621000,0.000000,3.273000,0.000000,0.000140,0.000140,57.167
torchvision-app,robot,cpu,r3d_18_sol,stock,347.884510,54.014937,1387.038039,15.624620,1058.547000,0.000000,2.688000,0.000000,0.000000,0.000000,55.156
torchvision-app,robot,cpu,r3d_18,stock,340.230962,70.473887,1435.988654,0.168843,930.895000,0.000000,2.668000,0.000000,0.000000,0.000153,52.139
torchvision-app,robot,cpu,resnet50_sol,stock,385.075536,54.626341,704.454107,5.922608,452.336000,0.000000,2.362857,0.001059,0.000000,0.000135,59.149
torchvision-app,robot,cpu,resnet50,stock,384.372000,56.404439,803.258545,0.119460,452.336000,0.000000,2.311873,0.000935,0.000000,0.000145,55.121
torchvision-app,robot,cpu,swin3d_b_sol,stock,353.921613,52.482705,3240.023548,13.324222,2878.910000,0.000000,3.398000,0.000000,0.000000,0.000127,63.169
torchvision-app,robot,cpu,swin3d_b,stock,340.732174,50.265334,3277.750870,18.042697,2514.906000,0.000000,3.379000,0.000000,0.000000,0.000112,71.184
torchvision-app,robot,cpu,swin3d_s_sol,stock,337.150962,71.109522,2496.439615,15.113806,2150.766000,0.000000,3.363000,0.000000,0.000000,0.000000,54.140
torchvision-app,robot,cpu,swin3d_s,stock,334.483393,55.863441,2811.536429,7.433013,2150.766000,0.000000,3.344000,0.000000,0.000000,0.000000,56.141
torchvision-app,robot,cpu,swin3d_t_sol,stock,330.214773,67.794198,2283.911591,10.561018,1932.469000,0.000000,3.328000,0.000000,0.000181,0.000000,44.136
torchvision-app,robot,cpu,swin3d_t,stock,321.121667,64.528734,2333.544167,21.557377,1811.316000,0.000000,3.309000,0.000000,0.000166,0.000166,48.116
torchvision-app,robot,cpu,swin_s_sol,stock,389.513077,43.153292,1968.786239,3.217486,1689.406000,0.000000,3.107684,0.002735,0.000000,0.000000,120.285
torchvision-app,robot,cpu,swin_s,stock,373.831530,33.935176,2045.949399,0.134201,1500.406000,0.000000,3.050213,0.002382,0.000000,0.000000,186.411
torchvision-app,robot,cpu,swin_t_sol,stock,382.008060,66.796469,970.943582,1.765919,696.500000,0.000000,2.581881,0.000970,0.000000,0.000000,68.160
torchvision-app,robot,cpu,swin_t,stock,375.124333,41.465168,971.950556,1.584385,587.363100,0.009492,2.523000,0.000000,0.000000,0.000000,93.208
torchvision-app,robot,cpu,swin_v2_b_sol,stock,392.244704,26.104721,1992.361000,2.159196,1690.621000,0.000000,3.219000,0.000000,0.000000,0.000000,278.662
torchvision-app,robot,cpu,swin_v2_b,stock,343.239744,21.420161,2327.390627,1.843361,1690.621000,0.000000,3.160000,0.000000,0.000000,0.000000,364.878
torchvision-app-agent,edge-asus,cpu,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,33.458161,4.738558,334.376839,10.605012,0.000000,0.000000,79.645000,0.000000,205.080724,190.536809,173.380
torchvision-app-agent,edge-asus,gpu,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,9.159524,1.427886,753.691667,9.443659,1.488000,0.000000,67.180982,20.329541,212.426113,197.357963,167.383
torchvision-app-agent,edge-asus,cpu,deeplabv3_resnet101_sol,vaccel-remote,212.122640,39.218821,929.873909,1.603482,0.000000,0.000000,270.906000,0.000000,181.006674,168.226352,196.437
torchvision-app-agent,edge-asus,gpu,deeplabv3_resnet101_sol,vaccel-remote,13.416090,2.245763,1056.642756,8.209225,10.199000,0.000000,222.428160,78.223648,228.902246,212.708887,155.359
