timestamp,timestamp_iso,net_rx_mb,net_tx_mb
1784803921186,2026-07-23T10:52:01.186398+00:00,0.0,0.0
1784803922186,2026-07-23T10:52:02.186485+00:00,0.0,0.0
1784803923186,2026-07-23T10:52:03.186566+00:00,0.0,0.0
1784803924186,2026-07-23T10:52:04.186638+00:00,0.0,0.0
1784803925186,2026-07-23T10:52:05.186722+00:00,0.0,0.0
1784803926186,2026-07-23T10:52:06.186802+00:00,0.0,0.0
1784803927186,2026-07-23T10:52:07.186867+00:00,0.0,0.0
1784803928186,2026-07-23T10:52:08.186973+00:00,0.0,0.0
1784803929187,2026-07-23T10:52:09.187057+00:00,0.0,0.0
1784803930187,2026-07-23T10:52:10.187140+00:00,0.0,0.0
1784803931187,2026-07-23T10:52:11.187231+00:00,0.0,0.0
1784803932187,2026-07-23T10:52:12.187320+00:00,0.0,0.0
1784803933187,2026-07-23T10:52:13.187415+00:00,0.0,0.0
1784803934187,2026-07-23T10:52:14.187475+00:00,0.0,0.0
1784803935187,2026-07-23T10:52:15.187570+00:00,0.0,0.0
1784803936187,2026-07-23T10:52:16.187756+00:00,0.0,0.0
1784803937187,2026-07-23T10:52:17.187915+00:00,0.0,0.0
1784803938188,2026-07-23T10:52:18.188002+00:00,0.0,0.0
1784803939188,2026-07-23T10:52:19.188063+00:00,0.0,0.0
1784803940188,2026-07-23T10:52:20.188153+00:00,0.0,0.0
1784803941188,2026-07-23T10:52:21.188243+00:00,0.0,0.0
1784803942188,2026-07-23T10:52:22.188337+00:00,0.0,0.0
1784803943188,2026-07-23T10:52:23.188428+00:00,0.0,0.0
1784803944188,2026-07-23T10:52:24.188524+00:00,0.0,0.0
1784803945188,2026-07-23T10:52:25.188629+00:00,0.0,0.0
1784803946188,2026-07-23T10:52:26.188723+00:00,0.0,0.0
1784803947188,2026-07-23T10:52:27.188812+00:00,0.0,0.0
1784803948188,2026-07-23T10:52:28.188895+00:00,0.0,0.0
1784803949188,2026-07-23T10:52:29.188967+00:00,0.0,0.0
1784803950189,2026-07-23T10:52:30.189020+00:00,0.0,0.0
1784803951189,2026-07-23T10:52:31.189085+00:00,0.0,0.0
1784803952189,2026-07-23T10:52:32.189167+00:00,0.0,0.0
1784803953189,2026-07-23T10:52:33.189263+00:00,0.0,0.0
1784803954189,2026-07-23T10:52:34.189334+00:00,0.0,0.0
1784803955189,2026-07-23T10:52:35.189635+00:00,0.0,0.0
1784803956189,2026-07-23T10:52:36.189722+00:00,0.0,0.0
1784803957189,2026-07-23T10:52:37.189788+00:00,0.0,0.0
1784803958189,2026-07-23T10:52:38.189856+00:00,0.0,0.0
1784803959189,2026-07-23T10:52:39.189949+00:00,0.0,0.0
1784803960190,2026-07-23T10:52:40.190043+00:00,0.0,0.0
1784803961190,2026-07-23T10:52:41.190101+00:00,0.0,0.0
1784803962190,2026-07-23T10:52:42.190189+00:00,0.0,0.0
1784803963190,2026-07-23T10:52:43.190286+00:00,0.0,0.0
1784803964190,2026-07-23T10:52:44.190381+00:00,0.0,0.0
1784803965190,2026-07-23T10:52:45.190466+00:00,0.0,0.0
1784803966190,2026-07-23T10:52:46.190578+00:00,0.0,0.0
1784803967190,2026-07-23T10:52:47.190661+00:00,0.0,0.0
1784803968190,2026-07-23T10:52:48.190743+00:00,0.0,0.0
1784803969190,2026-07-23T10:52:49.190795+00:00,0.0,0.0
1784803970190,2026-07-23T10:52:50.190862+00:00,0.0,0.0
1784803971190,2026-07-23T10:52:51.190944+00:00,0.0,0.0
1784803972191,2026-07-23T10:52:52.191044+00:00,0.0,0.0
1784803973191,2026-07-23T10:52:53.191129+00:00,0.0,0.0
1784803974191,2026-07-23T10:52:54.191213+00:00,0.0,0.0
1784803975191,2026-07-23T10:52:55.191300+00:00,0.0,0.0
1784803976191,2026-07-23T10:52:56.191397+00:00,0.0,0.0
1784803977191,2026-07-23T10:52:57.191482+00:00,0.0,0.0
1784803978191,2026-07-23T10:52:58.191575+00:00,0.0,0.0
1784803979191,2026-07-23T10:52:59.191643+00:00,0.0,0.0
1784803980191,2026-07-23T10:53:00.191733+00:00,0.0,0.0
1784803981191,2026-07-23T10:53:01.191821+00:00,0.0,0.0
1784803982191,2026-07-23T10:53:02.191910+00:00,0.0,0.0
1784803983192,2026-07-23T10:53:03.192015+00:00,0.0,0.0
1784803984192,2026-07-23T10:53:04.192068+00:00,0.0,0.0
1784803985192,2026-07-23T10:53:05.192149+00:00,0.0,0.0
1784803986192,2026-07-23T10:53:06.192241+00:00,0.0,0.0
1784803987192,2026-07-23T10:53:07.192336+00:00,0.0,0.0
1784803988192,2026-07-23T10:53:08.192410+00:00,0.0,0.0
1784803989192,2026-07-23T10:53:09.192507+00:00,0.0,0.0
1784803990192,2026-07-23T10:53:10.192596+00:00,0.0,0.0
1784803991192,2026-07-23T10:53:11.192636+00:00,0.0004,0.0002
1784803992192,2026-07-23T10:53:12.192725+00:00,0.0004,0.0005
1784803993192,2026-07-23T10:53:13.192812+00:00,0.0,0.0
1784803994192,2026-07-23T10:53:14.192904+00:00,0.0,0.0
1784803995192,2026-07-23T10:53:15.192986+00:00,0.0,0.0
1784803996193,2026-07-23T10:53:16.193063+00:00,0.0,0.0
1784803997193,2026-07-23T10:53:17.193150+00:00,0.0,0.0
1784803998193,2026-07-23T10:53:18.193240+00:00,0.0,0.0
1784803999193,2026-07-23T10:53:19.193334+00:00,0.0,0.0
1784804000193,2026-07-23T10:53:20.193388+00:00,0.0,0.0
1784804001193,2026-07-23T10:53:21.193482+00:00,0.0,0.0
1784804002193,2026-07-23T10:53:22.193564+00:00,0.0,0.0
1784804003193,2026-07-23T10:53:23.193638+00:00,0.0,0.0
1784804004193,2026-07-23T10:53:24.193743+00:00,0.0,0.0
1784804005193,2026-07-23T10:53:25.193824+00:00,0.0,0.0
1784804006193,2026-07-23T10:53:26.193917+00:00,0.0,0.0
1784804007194,2026-07-23T10:53:27.194006+00:00,0.0,0.0
1784804008194,2026-07-23T10:53:28.194102+00:00,0.0,0.0
1784804009194,2026-07-23T10:53:29.194199+00:00,0.0,0.0
1784804010194,2026-07-23T10:53:30.194283+00:00,0.0,0.0
1784804011194,2026-07-23T10:53:31.194381+00:00,0.0,0.0
1784804012194,2026-07-23T10:53:32.194471+00:00,0.0,0.0
1784804013194,2026-07-23T10:53:33.194569+00:00,0.0,0.0
1784804014194,2026-07-23T10:53:34.194641+00:00,0.0,0.0
1784804015194,2026-07-23T10:53:35.194732+00:00,0.0,0.0
1784804016194,2026-07-23T10:53:36.194821+00:00,0.0,0.0
1784804017194,2026-07-23T10:53:37.194911+00:00,0.0,0.0
1784804018195,2026-07-23T10:53:38.195107+00:00,0.0,0.0
1784804019195,2026-07-23T10:53:39.195281+00:00,0.0,0.0
1784804020195,2026-07-23T10:53:40.195625+00:00,0.0,0.0
1784804021195,2026-07-23T10:53:41.195708+00:00,0.0,0.0
1784804022195,2026-07-23T10:53:42.195805+00:00,0.0,0.0
1784804023195,2026-07-23T10:53:43.195891+00:00,0.0,0.0
1784804024195,2026-07-23T10:53:44.195947+00:00,0.0,0.0
1784804025196,2026-07-23T10:53:45.196034+00:00,0.0,0.0
1784804026196,2026-07-23T10:53:46.196125+00:00,0.0,0.0
1784804027196,2026-07-23T10:53:47.196212+00:00,0.0,0.0
1784804028196,2026-07-23T10:53:48.196293+00:00,0.0,0.0
1784804029196,2026-07-23T10:53:49.196406+00:00,0.0,0.0
1784804030196,2026-07-23T10:53:50.196487+00:00,0.0,0.0
1784804031196,2026-07-23T10:53:51.196612+00:00,0.0,0.0
1784804032196,2026-07-23T10:53:52.196640+00:00,0.0,0.0
1784804033196,2026-07-23T10:53:53.196731+00:00,0.0,0.0
1784804034196,2026-07-23T10:53:54.196828+00:00,0.0,0.0
1784804035196,2026-07-23T10:53:55.196922+00:00,0.0,0.0
1784804036197,2026-07-23T10:53:56.197014+00:00,0.0,0.0
1784804037197,2026-07-23T10:53:57.197104+00:00,0.0,0.0
1784804038197,2026-07-23T10:53:58.197186+00:00,0.0,0.0
1784804039197,2026-07-23T10:53:59.197280+00:00,0.0,0.0
1784804040197,2026-07-23T10:54:00.197366+00:00,0.0,0.0
1784804041197,2026-07-23T10:54:01.197457+00:00,0.0,0.0
1784804042197,2026-07-23T10:54:02.197500+00:00,0.0,0.0
1784804043197,2026-07-23T10:54:03.197573+00:00,0.0,0.0
1784804044197,2026-07-23T10:54:04.197657+00:00,0.0,0.0
1784804045197,2026-07-23T10:54:05.197709+00:00,0.0,0.0
1784804046197,2026-07-23T10:54:06.197793+00:00,0.0,0.0
1784804047197,2026-07-23T10:54:07.197886+00:00,0.0,0.0
1784804048197,2026-07-23T10:54:08.197972+00:00,0.0,0.0
1784804049198,2026-07-23T10:54:09.198041+00:00,0.0,0.0
1784804050198,2026-07-23T10:54:10.198130+00:00,0.0,0.0
1784804051198,2026-07-23T10:54:11.198229+00:00,0.0,0.0
1784804052198,2026-07-23T10:54:12.198306+00:00,0.0,0.0
1784804053198,2026-07-23T10:54:13.198376+00:00,0.0,0.0
1784804054198,2026-07-23T10:54:14.198456+00:00,0.0,0.0
1784804055198,2026-07-23T10:54:15.198540+00:00,0.0004,0.0002
1784804056198,2026-07-23T10:54:16.198633+00:00,0.0,0.0
1784804057198,2026-07-23T10:54:17.198720+00:00,0.0,0.0
1784804058198,2026-07-23T10:54:18.198804+00:00,0.0,0.0
1784804059198,2026-07-23T10:54:19.198899+00:00,0.0,0.0
1784804060198,2026-07-23T10:54:20.198959+00:00,0.0001,0.0001
1784804061199,2026-07-23T10:54:21.199044+00:00,0.0,0.0
1784804062199,2026-07-23T10:54:22.199136+00:00,0.0,0.0
1784804063199,2026-07-23T10:54:23.199231+00:00,0.0,0.0
1784804064199,2026-07-23T10:54:24.199299+00:00,0.0,0.0
1784804065199,2026-07-23T10:54:25.199401+00:00,0.0,0.0
1784804066199,2026-07-23T10:54:26.199491+00:00,0.0,0.0
1784804067199,2026-07-23T10:54:27.199580+00:00,0.0,0.0
1784804068199,2026-07-23T10:54:28.199645+00:00,0.0,0.0
1784804069199,2026-07-23T10:54:29.199736+00:00,0.0,0.0
1784804070199,2026-07-23T10:54:30.199817+00:00,0.0,0.0
1784804071199,2026-07-23T10:54:31.199903+00:00,0.0,0.0
1784804072199,2026-07-23T10:54:32.199965+00:00,0.0,0.0
1784804073200,2026-07-23T10:54:33.200058+00:00,0.0,0.0
1784804074200,2026-07-23T10:54:34.200147+00:00,0.0,0.0
1784804075200,2026-07-23T10:54:35.200264+00:00,0.0,0.0
1784804076200,2026-07-23T10:54:36.200350+00:00,0.0,0.0
1784804077200,2026-07-23T10:54:37.200391+00:00,0.0,0.0
1784804078200,2026-07-23T10:54:38.200477+00:00,0.0,0.0
1784804079200,2026-07-23T10:54:39.200570+00:00,0.0,0.0
1784804080200,2026-07-23T10:54:40.200663+00:00,0.0,0.0
1784804081200,2026-07-23T10:54:41.200721+00:00,0.0,0.0
1784804082200,2026-07-23T10:54:42.200820+00:00,0.0,0.0
1784804083200,2026-07-23T10:54:43.200910+00:00,0.0,0.0
1784804084200,2026-07-23T10:54:44.200993+00:00,0.0,0.0
1784804085201,2026-07-23T10:54:45.201081+00:00,0.0,0.0
1784804086201,2026-07-23T10:54:46.201170+00:00,0.0,0.0
1784804087201,2026-07-23T10:54:47.201258+00:00,0.0,0.0
1784804088201,2026-07-23T10:54:48.201333+00:00,0.0,0.0
1784804089201,2026-07-23T10:54:49.201426+00:00,0.0,0.0
1784804090201,2026-07-23T10:54:50.201522+00:00,0.0,0.0
1784804091201,2026-07-23T10:54:51.201617+00:00,0.0,0.0
1784804092201,2026-07-23T10:54:52.201696+00:00,0.0,0.0
1784804093201,2026-07-23T10:54:53.201794+00:00,0.0,0.0
1784804094201,2026-07-23T10:54:54.201887+00:00,0.0,0.0
1784804095201,2026-07-23T10:54:55.201957+00:00,0.0,0.0
1784804096202,2026-07-23T10:54:56.202053+00:00,0.0,0.0
1784804097202,2026-07-23T10:54:57.202144+00:00,0.0,0.0
1784804098202,2026-07-23T10:54:58.202239+00:00,0.0,0.0
1784804099202,2026-07-23T10:54:59.202328+00:00,0.0,0.0
1784804100202,2026-07-23T10:55:00.202477+00:00,0.0,0.0
1784804101202,2026-07-23T10:55:01.202666+00:00,0.0,0.0
1784804102202,2026-07-23T10:55:02.202757+00:00,0.0,0.0
1784804103202,2026-07-23T10:55:03.202842+00:00,0.0,0.0
1784804104202,2026-07-23T10:55:04.202944+00:00,0.0,0.0
1784804105203,2026-07-23T10:55:05.203035+00:00,0.0,0.0
1784804106203,2026-07-23T10:55:06.203129+00:00,0.0,0.0
1784804107203,2026-07-23T10:55:07.203215+00:00,0.0,0.0
1784804108203,2026-07-23T10:55:08.203321+00:00,0.0,0.0
1784804109203,2026-07-23T10:55:09.203384+00:00,0.0,0.0
1784804110203,2026-07-23T10:55:10.203474+00:00,0.0,0.0
1784804111205,2026-07-23T10:55:11.205636+00:00,0.0,0.0
1784804112205,2026-07-23T10:55:12.205727+00:00,0.0,0.0
1784804113205,2026-07-23T10:55:13.205809+00:00,0.0,0.0
1784804114205,2026-07-23T10:55:14.205898+00:00,0.0,0.0
1784804115205,2026-07-23T10:55:15.205993+00:00,0.0,0.0
1784804116206,2026-07-23T10:55:16.206076+00:00,0.0,0.0
1784804117206,2026-07-23T10:55:17.206171+00:00,0.0,0.0
1784804118206,2026-07-23T10:55:18.206264+00:00,0.0,0.0
1784804119206,2026-07-23T10:55:19.206368+00:00,0.0,0.0
1784804120206,2026-07-23T10:55:20.206457+00:00,0.0,0.0
1784804121206,2026-07-23T10:55:21.206537+00:00,0.0,0.0
1784804122206,2026-07-23T10:55:22.206634+00:00,0.0,0.0
1784804123206,2026-07-23T10:55:23.206715+00:00,0.0,0.0
1784804124206,2026-07-23T10:55:24.206803+00:00,0.0,0.0
1784804125206,2026-07-23T10:55:25.206894+00:00,0.0002,0.0001
1784804126206,2026-07-23T10:55:26.206985+00:00,0.0,0.0
1784804127207,2026-07-23T10:55:27.207038+00:00,0.0,0.0
1784804128207,2026-07-23T10:55:28.207095+00:00,0.0,0.0
1784804129207,2026-07-23T10:55:29.207188+00:00,0.0,0.0
1784804130207,2026-07-23T10:55:30.207274+00:00,0.0001,0.0001
1784804131207,2026-07-23T10:55:31.207365+00:00,0.0,0.0
1784804132207,2026-07-23T10:55:32.207469+00:00,0.0,0.0
1784804133207,2026-07-23T10:55:33.207551+00:00,0.0,0.0
1784804134207,2026-07-23T10:55:34.207643+00:00,0.0,0.0
1784804135207,2026-07-23T10:55:35.207731+00:00,0.0,0.0
1784804136207,2026-07-23T10:55:36.207807+00:00,0.0,0.0
1784804137207,2026-07-23T10:55:37.207898+00:00,0.0,0.0
1784804138207,2026-07-23T10:55:38.207994+00:00,0.0,0.0
1784804139208,2026-07-23T10:55:39.208084+00:00,0.0,0.0
1784804140208,2026-07-23T10:55:40.208185+00:00,0.0,0.0
1784804141208,2026-07-23T10:55:41.208283+00:00,0.0,0.0
1784804142208,2026-07-23T10:55:42.208365+00:00,0.0,0.0
1784804143208,2026-07-23T10:55:43.208461+00:00,0.0,0.0
1784804144208,2026-07-23T10:55:44.208550+00:00,0.0,0.0
1784804145208,2026-07-23T10:55:45.208658+00:00,0.0,0.0
1784804146208,2026-07-23T10:55:46.208709+00:00,0.0,0.0
1784804147208,2026-07-23T10:55:47.208792+00:00,0.0,0.0
1784804148208,2026-07-23T10:55:48.208892+00:00,0.0,0.0
1784804149208,2026-07-23T10:55:49.208983+00:00,0.0,0.0
1784804150209,2026-07-23T10:55:50.209071+00:00,0.0,0.0
1784804151209,2026-07-23T10:55:51.209159+00:00,0.0,0.0
1784804152209,2026-07-23T10:55:52.209271+00:00,0.0,0.0
1784804153209,2026-07-23T10:55:53.209360+00:00,0.0,0.0
1784804154209,2026-07-23T10:55:54.209432+00:00,0.0,0.0
1784804155209,2026-07-23T10:55:55.209527+00:00,0.0,0.0
1784804156209,2026-07-23T10:55:56.209615+00:00,0.0,0.0
1784804157209,2026-07-23T10:55:57.209706+00:00,0.0,0.0
1784804158209,2026-07-23T10:55:58.209787+00:00,0.0,0.0
1784804159209,2026-07-23T10:55:59.209880+00:00,0.0,0.0
1784804160209,2026-07-23T10:56:00.209978+00:00,0.0,0.0
1784804161210,2026-07-23T10:56:01.210064+00:00,0.0,0.0
