timestamp,timestamp_iso,net_rx_mb,net_tx_mb
1788953521106,2026-09-09T11:32:01.106404+00:00,0.0,0.0
1788953522106,2026-09-09T11:32:02.106504+00:00,0.0,0.0
1788953523106,2026-09-09T11:32:03.106595+00:00,0.0,0.0
1788953524106,2026-09-09T11:32:04.106709+00:00,0.0,0.0
1788953525106,2026-09-09T11:32:05.106803+00:00,0.0,0.0
1788953526106,2026-09-09T11:32:06.106898+00:00,0.0,0.0
1788953527106,2026-09-09T11:32:07.106981+00:00,0.0,0.0
1788953528107,2026-09-09T11:32:08.107067+00:00,0.0,0.0
1788953529107,2026-09-09T11:32:09.107180+00:00,0.0,0.0
1788953530107,2026-09-09T11:32:10.107267+00:00,0.0,0.0
1788953531107,2026-09-09T11:32:11.107343+00:00,0.0,0.0
1788953532107,2026-09-09T11:32:12.107437+00:00,0.0,0.0
1788953533107,2026-09-09T11:32:13.107527+00:00,0.0,0.0
1788953534107,2026-09-09T11:32:14.107616+00:00,0.0,0.0
1788953535107,2026-09-09T11:32:15.107700+00:00,0.0,0.0
1788953536107,2026-09-09T11:32:16.107796+00:00,0.0,0.0
1788953537107,2026-09-09T11:32:17.107894+00:00,0.0,0.0
1788953538107,2026-09-09T11:32:18.107981+00:00,0.0,0.0
1788953539108,2026-09-09T11:32:19.108067+00:00,0.0,0.0
1788953540108,2026-09-09T11:32:20.108154+00:00,0.0,0.0
1788953541108,2026-09-09T11:32:21.108245+00:00,0.0,0.0
1788953542108,2026-09-09T11:32:22.108289+00:00,0.0,0.0
1788953543108,2026-09-09T11:32:23.108373+00:00,0.0,0.0
1788953544108,2026-09-09T11:32:24.108463+00:00,0.0,0.0
1788953545108,2026-09-09T11:32:25.108550+00:00,0.0,0.0
1788953546108,2026-09-09T11:32:26.108635+00:00,0.0,0.0
1788953547108,2026-09-09T11:32:27.108721+00:00,0.0,0.0
1788953548108,2026-09-09T11:32:28.108782+00:00,0.0,0.0
1788953549108,2026-09-09T11:32:29.108870+00:00,0.0,0.0
1788953550111,2026-09-09T11:32:30.111285+00:00,0.0,0.0
1788953551111,2026-09-09T11:32:31.111363+00:00,0.0,0.0
1788953552111,2026-09-09T11:32:32.111456+00:00,0.0,0.0
1788953553111,2026-09-09T11:32:33.111542+00:00,0.0,0.0
1788953554111,2026-09-09T11:32:34.111630+00:00,0.0,0.0
1788953555114,2026-09-09T11:32:35.114291+00:00,0.0,0.0
1788953556114,2026-09-09T11:32:36.114394+00:00,0.0,0.0
1788953557114,2026-09-09T11:32:37.114487+00:00,0.0,0.0
1788953558114,2026-09-09T11:32:38.114566+00:00,0.0,0.0
1788953559114,2026-09-09T11:32:39.114652+00:00,0.0,0.0
1788953560114,2026-09-09T11:32:40.114752+00:00,0.0,0.0
1788953561114,2026-09-09T11:32:41.114833+00:00,0.0,0.0
1788953562114,2026-09-09T11:32:42.114912+00:00,0.0,0.0
1788953563115,2026-09-09T11:32:43.115001+00:00,0.0,0.0
1788953564115,2026-09-09T11:32:44.115086+00:00,0.0,0.0
1788953565115,2026-09-09T11:32:45.115169+00:00,0.0,0.0
1788953566116,2026-09-09T11:32:46.116281+00:00,0.0,0.0
1788953567116,2026-09-09T11:32:47.116354+00:00,0.0,0.0
1788953568116,2026-09-09T11:32:48.116439+00:00,0.0,0.0
1788953569116,2026-09-09T11:32:49.116516+00:00,0.0,0.0
1788953570116,2026-09-09T11:32:50.116615+00:00,0.0,0.0
1788953571116,2026-09-09T11:32:51.116705+00:00,0.0,0.0
1788953572116,2026-09-09T11:32:52.116803+00:00,0.0,0.0
1788953573119,2026-09-09T11:32:53.119288+00:00,0.0,0.0
1788953574119,2026-09-09T11:32:54.119376+00:00,0.0,0.0
1788953575119,2026-09-09T11:32:55.119459+00:00,0.0,0.0
1788953576119,2026-09-09T11:32:56.119553+00:00,0.0,0.0
1788953577119,2026-09-09T11:32:57.119654+00:00,0.0,0.0
1788953578119,2026-09-09T11:32:58.119742+00:00,0.0,0.0
1788953579119,2026-09-09T11:32:59.119826+00:00,0.0,0.0
1788953580119,2026-09-09T11:33:00.119921+00:00,0.0,0.0
1788953581120,2026-09-09T11:33:01.120020+00:00,0.0,0.0
1788953582120,2026-09-09T11:33:02.120113+00:00,0.0,0.0
1788953583120,2026-09-09T11:33:03.120206+00:00,0.0,0.0
1788953584120,2026-09-09T11:33:04.120294+00:00,0.0,0.0
1788953585120,2026-09-09T11:33:05.120399+00:00,0.0,0.0
1788953586120,2026-09-09T11:33:06.120486+00:00,0.0,0.0
1788953587120,2026-09-09T11:33:07.120568+00:00,0.0,0.0
1788953588120,2026-09-09T11:33:08.120658+00:00,0.0,0.0
1788953589120,2026-09-09T11:33:09.120757+00:00,0.0,0.0
1788953590120,2026-09-09T11:33:10.120852+00:00,0.0,0.0
1788953591120,2026-09-09T11:33:11.120933+00:00,0.0,0.0
1788953592121,2026-09-09T11:33:12.121025+00:00,0.0,0.0
1788953593121,2026-09-09T11:33:13.121124+00:00,0.0,0.0
1788953594121,2026-09-09T11:33:14.121230+00:00,0.0,0.0
1788953595121,2026-09-09T11:33:15.121294+00:00,0.0,0.0
1788953596121,2026-09-09T11:33:16.121380+00:00,0.0,0.0
1788953597121,2026-09-09T11:33:17.121468+00:00,0.0,0.0
1788953598121,2026-09-09T11:33:18.121558+00:00,0.0,0.0
1788953599121,2026-09-09T11:33:19.121647+00:00,0.0,0.0
1788953600121,2026-09-09T11:33:20.121731+00:00,0.0,0.0
1788953601121,2026-09-09T11:33:21.121841+00:00,0.0,0.0
1788953602121,2026-09-09T11:33:22.121933+00:00,0.0,0.0
1788953603122,2026-09-09T11:33:23.122050+00:00,0.0,0.0
1788953604122,2026-09-09T11:33:24.122155+00:00,0.0,0.0
1788953605124,2026-09-09T11:33:25.124283+00:00,0.0,0.0
1788953606124,2026-09-09T11:33:26.124389+00:00,0.0,0.0
1788953607124,2026-09-09T11:33:27.124481+00:00,0.0,0.0
