timestamp,timestamp_iso,cpu_watts,cpu_util_percent,cpu_temp_c,cpu_energy_j_cumulative
1785062056555,2026-07-26T10:34:16.555899+00:00,0.96,6.6,48.0,0.958
1785062057556,2026-07-26T10:34:17.556060+00:00,1.69,24.4,48.0,2.649
1785062058556,2026-07-26T10:34:18.556162+00:00,1.85,33.1,51.0,4.503
1785062059556,2026-07-26T10:34:19.556422+00:00,2.22,30.7,51.0,6.722
1785062060556,2026-07-26T10:34:20.556544+00:00,1.96,26.9,50.0,8.678
1785062061556,2026-07-26T10:34:21.556745+00:00,2.06,28.8,50.0,10.743
1785062062556,2026-07-26T10:34:22.556905+00:00,1.88,33.0,51.0,12.626
1785062063557,2026-07-26T10:34:23.557163+00:00,1.85,35.3,51.0,14.476
1785062064557,2026-07-26T10:34:24.557281+00:00,1.96,30.4,51.0,16.437
1785062065557,2026-07-26T10:34:25.557380+00:00,2.11,30.6,51.0,18.548
1785062066557,2026-07-26T10:34:26.557534+00:00,1.88,33.6,51.0,20.431
1785062067557,2026-07-26T10:34:27.557641+00:00,1.79,34.4,51.0,22.22
1785062068558,2026-07-26T10:34:28.558184+00:00,1.9,35.4,52.0,24.124
1785062069558,2026-07-26T10:34:29.558383+00:00,1.8,34.9,51.0,25.924
1785062070558,2026-07-26T10:34:30.558657+00:00,2.01,31.1,53.0,27.932
1785062071558,2026-07-26T10:34:31.558756+00:00,2.05,30.0,53.0,29.98
1785062072558,2026-07-26T10:34:32.558841+00:00,2.05,31.5,56.0,32.027
1785062073558,2026-07-26T10:34:33.558985+00:00,2.25,29.7,56.0,34.282
1785062074559,2026-07-26T10:34:34.559076+00:00,1.94,35.2,56.0,36.222
1785062075559,2026-07-26T10:34:35.559322+00:00,2.11,29.6,53.0,38.331
1785062076559,2026-07-26T10:34:36.559457+00:00,1.91,32.4,53.0,40.244
1785062077559,2026-07-26T10:34:37.559639+00:00,2.06,32.5,56.0,42.305
1785062078559,2026-07-26T10:34:38.559787+00:00,2.08,26.1,53.0,44.388
1785062079559,2026-07-26T10:34:39.559951+00:00,1.97,30.6,53.0,46.359
1785062080560,2026-07-26T10:34:40.560657+00:00,2.04,33.1,53.0,48.398
1785062081562,2026-07-26T10:34:41.562654+00:00,1.8,35.3,53.0,50.202
1785062082562,2026-07-26T10:34:42.562948+00:00,2.36,28.4,52.0,52.564
1785062083563,2026-07-26T10:34:43.563066+00:00,1.82,36.2,52.0,54.382
1785062084563,2026-07-26T10:34:44.563855+00:00,1.86,35.9,55.0,56.241
1785062085564,2026-07-26T10:34:45.564142+00:00,2.06,29.4,55.0,58.302
1785062086564,2026-07-26T10:34:46.564240+00:00,2.2,27.8,53.0,60.498
1785062087564,2026-07-26T10:34:47.564435+00:00,1.91,33.5,53.0,62.41
1785062088565,2026-07-26T10:34:48.565642+00:00,1.95,34.2,53.0,64.358
1785062089565,2026-07-26T10:34:49.565750+00:00,2.03,33.8,55.0,66.385
1785062090565,2026-07-26T10:34:50.565864+00:00,2.04,32.5,55.0,68.425
1785062091566,2026-07-26T10:34:51.566033+00:00,2.06,28.0,53.0,70.485
1785062092566,2026-07-26T10:34:52.566314+00:00,1.8,37.5,53.0,72.284
1785062093566,2026-07-26T10:34:53.566479+00:00,2.1,29.4,53.0,74.381
1785062094566,2026-07-26T10:34:54.566782+00:00,1.01,6.6,50.0,75.393
1785062095567,2026-07-26T10:34:55.567079+00:00,0.66,0.5,50.0,76.057
1785062096567,2026-07-26T10:34:56.567187+00:00,0.87,4.0,52.0,76.927
1785062097568,2026-07-26T10:34:57.568664+00:00,2.22,41.6,54.0,79.154
1785062098568,2026-07-26T10:34:58.568907+00:00,2.32,37.1,52.0,81.472
1785062099570,2026-07-26T10:34:59.570770+00:00,2.08,33.2,53.0,83.56
1785062100570,2026-07-26T10:35:00.570884+00:00,2.06,30.4,53.0,85.618
1785062101572,2026-07-26T10:35:01.572660+00:00,2.04,30.4,53.0,87.657
1785062102572,2026-07-26T10:35:02.572925+00:00,1.96,32.6,53.0,89.62
1785062103573,2026-07-26T10:35:03.573013+00:00,1.86,33.2,53.0,91.484
1785062104573,2026-07-26T10:35:04.573077+00:00,1.8,35.7,53.0,93.288
1785062105573,2026-07-26T10:35:05.573196+00:00,1.78,37.6,56.0,95.072
1785062106573,2026-07-26T10:35:06.573333+00:00,1.99,32.2,56.0,97.058
1785062107573,2026-07-26T10:35:07.573457+00:00,2.3,27.1,53.0,99.355
1785062108573,2026-07-26T10:35:08.573636+00:00,1.97,31.9,53.0,101.324
1785062109573,2026-07-26T10:35:09.573892+00:00,2.16,27.2,53.0,103.485
1785062110574,2026-07-26T10:35:10.574001+00:00,1.91,32.0,53.0,105.398
1785062111574,2026-07-26T10:35:11.574411+00:00,1.96,32.5,63.0,107.359
1785062112574,2026-07-26T10:35:12.574521+00:00,1.81,34.4,55.0,109.173
1785062113574,2026-07-26T10:35:13.574626+00:00,1.81,34.4,55.0,110.979
1785062114574,2026-07-26T10:35:14.574706+00:00,2.15,31.8,61.0,113.134
1785062115574,2026-07-26T10:35:15.574815+00:00,2.12,29.7,53.0,115.249
1785062116574,2026-07-26T10:35:16.574908+00:00,2.0,31.6,53.0,117.245
1785062117576,2026-07-26T10:35:17.576648+00:00,2.0,31.2,55.0,119.253
1785062118576,2026-07-26T10:35:18.576747+00:00,1.9,33.1,55.0,121.15
1785062119576,2026-07-26T10:35:19.576836+00:00,1.75,35.7,53.0,122.905
1785062120576,2026-07-26T10:35:20.576958+00:00,1.96,34.9,53.0,124.863
1785062121577,2026-07-26T10:35:21.577055+00:00,1.87,33.9,53.0,126.738
1785062122577,2026-07-26T10:35:22.577132+00:00,2.05,33.9,56.0,128.792
1785062123577,2026-07-26T10:35:23.577228+00:00,1.83,33.5,54.0,130.623
1785062124577,2026-07-26T10:35:24.577410+00:00,2.24,27.8,54.0,132.859
1785062125577,2026-07-26T10:35:25.577496+00:00,2.11,28.8,55.0,134.964
1785062126577,2026-07-26T10:35:26.577765+00:00,2.09,32.8,55.0,137.06
1785062127578,2026-07-26T10:35:27.578038+00:00,2.05,28.0,53.0,139.11
1785062128580,2026-07-26T10:35:28.580168+00:00,2.12,29.7,59.0,141.236
1785062129580,2026-07-26T10:35:29.580275+00:00,2.12,28.4,53.0,143.354
1785062130580,2026-07-26T10:35:30.580390+00:00,1.89,35.1,53.0,145.242
1785062131580,2026-07-26T10:35:31.580490+00:00,1.71,35.3,56.0,146.949
1785062132580,2026-07-26T10:35:32.580776+00:00,1.88,32.7,53.0,148.827
1785062133580,2026-07-26T10:35:33.580953+00:00,1.86,30.9,53.0,150.687
1785062134581,2026-07-26T10:35:34.581052+00:00,2.01,33.0,53.0,152.695
1785062135582,2026-07-26T10:35:35.582649+00:00,2.11,30.3,56.0,154.808
1785062136582,2026-07-26T10:35:36.582768+00:00,2.12,27.9,53.0,156.927
1785062137582,2026-07-26T10:35:37.582871+00:00,1.88,32.4,53.0,158.812
1785062138583,2026-07-26T10:35:38.583134+00:00,2.2,29.4,56.0,161.014
1785062139583,2026-07-26T10:35:39.583438+00:00,1.98,27.6,54.0,162.996
1785062140583,2026-07-26T10:35:40.583529+00:00,2.01,29.2,54.0,165.003
1785062141584,2026-07-26T10:35:41.584626+00:00,2.13,32.1,56.0,167.131
1785062142584,2026-07-26T10:35:42.584903+00:00,1.99,30.7,56.0,169.12
1785062143585,2026-07-26T10:35:43.585012+00:00,2.1,26.9,56.0,171.223
1785062144586,2026-07-26T10:35:44.586442+00:00,2.18,32.2,63.0,173.406
1785062145586,2026-07-26T10:35:45.586627+00:00,2.1,29.8,54.0,175.509
1785062146586,2026-07-26T10:35:46.586932+00:00,1.98,33.5,53.0,177.488
1785062147587,2026-07-26T10:35:47.587066+00:00,2.01,30.1,53.0,179.495
1785062148588,2026-07-26T10:35:48.588645+00:00,1.89,33.4,56.0,181.392
1785062149589,2026-07-26T10:35:49.589655+00:00,2.18,30.4,58.0,183.574
1785062150589,2026-07-26T10:35:50.589955+00:00,2.01,30.8,58.0,185.584
1785062151590,2026-07-26T10:35:51.590252+00:00,1.78,34.7,53.0,187.37
1785062152590,2026-07-26T10:35:52.590339+00:00,2.18,26.5,53.0,189.547
1785062153590,2026-07-26T10:35:53.590475+00:00,1.71,35.8,53.0,191.26
1785062154590,2026-07-26T10:35:54.590563+00:00,1.99,30.6,53.0,193.253
1785062155590,2026-07-26T10:35:55.590672+00:00,1.96,35.0,58.0,195.214
1785062156590,2026-07-26T10:35:56.590782+00:00,2.01,30.6,58.0,197.219
1785062157591,2026-07-26T10:35:57.591050+00:00,1.83,33.8,54.0,199.048
1785062158591,2026-07-26T10:35:58.591345+00:00,1.96,31.5,54.0,201.005
1785062159591,2026-07-26T10:35:59.591433+00:00,2.01,31.2,54.0,203.015
1785062160591,2026-07-26T10:36:00.591580+00:00,2.02,30.9,57.0,205.034
1785062161591,2026-07-26T10:36:01.591658+00:00,2.08,35.8,57.0,207.118
1785062162591,2026-07-26T10:36:02.591789+00:00,2.06,28.1,55.0,209.174
1785062163591,2026-07-26T10:36:03.591889+00:00,1.98,29.2,55.0,211.159
1785062164592,2026-07-26T10:36:04.592048+00:00,1.73,36.5,56.0,212.891
1785062165592,2026-07-26T10:36:05.592221+00:00,1.95,31.1,56.0,214.846
1785062166592,2026-07-26T10:36:06.592297+00:00,1.79,33.2,53.0,216.635
1785062167593,2026-07-26T10:36:07.593662+00:00,2.09,31.9,53.0,218.725
1785062168594,2026-07-26T10:36:08.594418+00:00,1.9,33.3,57.0,220.627
1785062169594,2026-07-26T10:36:09.594762+00:00,1.77,34.2,57.0,222.401
1785062170594,2026-07-26T10:36:10.594864+00:00,1.97,30.3,59.0,224.373
1785062171594,2026-07-26T10:36:11.594987+00:00,1.99,29.9,59.0,226.364
1785062172597,2026-07-26T10:36:12.597627+00:00,1.84,34.7,58.0,228.211
1785062173597,2026-07-26T10:36:13.597765+00:00,2.27,27.3,56.0,230.481
1785062174597,2026-07-26T10:36:14.597892+00:00,1.94,30.4,56.0,232.421
1785062175598,2026-07-26T10:36:15.598043+00:00,1.96,33.4,56.0,234.379
1785062176598,2026-07-26T10:36:16.598319+00:00,1.07,13.9,53.0,235.447
1785062177598,2026-07-26T10:36:17.598637+00:00,0.67,0.5,52.0,236.113
1785062178598,2026-07-26T10:36:18.598803+00:00,0.67,0.5,52.0,236.787
1785062179598,2026-07-26T10:36:19.598877+00:00,2.05,34.8,58.0,238.837
1785062180600,2026-07-26T10:36:20.600651+00:00,2.49,39.2,58.0,241.335
1785062181600,2026-07-26T10:36:21.600908+00:00,2.03,33.5,58.0,243.361
1785062182601,2026-07-26T10:36:22.601115+00:00,1.86,31.6,55.0,245.223
1785062183601,2026-07-26T10:36:23.601377+00:00,1.82,35.3,55.0,247.047
1785062184601,2026-07-26T10:36:24.601534+00:00,2.0,33.6,56.0,249.048
1785062185601,2026-07-26T10:36:25.601678+00:00,2.08,29.0,56.0,251.132
1785062186601,2026-07-26T10:36:26.601962+00:00,2.34,28.5,56.0,253.475
1785062187602,2026-07-26T10:36:27.602046+00:00,1.94,33.2,54.0,255.42
1785062188602,2026-07-26T10:36:28.602211+00:00,1.82,34.7,55.0,257.235
1785062189602,2026-07-26T10:36:29.602423+00:00,2.08,29.0,56.0,259.312
1785062190602,2026-07-26T10:36:30.602986+00:00,1.95,34.2,56.0,261.263
1785062191603,2026-07-26T10:36:31.603659+00:00,1.88,34.7,58.0,263.146
1785062192603,2026-07-26T10:36:32.603947+00:00,2.09,29.2,58.0,265.235
1785062193604,2026-07-26T10:36:33.604238+00:00,1.84,34.3,55.0,267.076
1785062194604,2026-07-26T10:36:34.604543+00:00,1.83,34.3,55.0,268.902
1785062195604,2026-07-26T10:36:35.604674+00:00,1.91,32.4,56.0,270.815
1785062196604,2026-07-26T10:36:36.604850+00:00,1.91,33.2,56.0,272.724
1785062197606,2026-07-26T10:36:37.606648+00:00,1.86,35.4,56.0,274.583
1785062198606,2026-07-26T10:36:38.606999+00:00,1.72,35.1,59.0,276.299
1785062199607,2026-07-26T10:36:39.607278+00:00,2.18,30.1,59.0,278.483
1785062200607,2026-07-26T10:36:40.607405+00:00,1.91,32.1,55.0,280.39
1785062201607,2026-07-26T10:36:41.607566+00:00,1.88,32.9,55.0,282.271
1785062202607,2026-07-26T10:36:42.607731+00:00,2.02,31.4,56.0,284.293
1785062203607,2026-07-26T10:36:43.607852+00:00,2.04,30.2,56.0,286.329
1785062204607,2026-07-26T10:36:44.607917+00:00,1.87,33.2,56.0,288.199
1785062205608,2026-07-26T10:36:45.608011+00:00,2.22,30.6,56.0,290.421
1785062206608,2026-07-26T10:36:46.608300+00:00,2.04,30.5,57.0,292.457
1785062207608,2026-07-26T10:36:47.608443+00:00,2.12,29.0,57.0,294.577
1785062208608,2026-07-26T10:36:48.608529+00:00,1.98,33.1,58.0,296.557
1785062209608,2026-07-26T10:36:49.608669+00:00,1.92,33.0,58.0,298.48
1785062210608,2026-07-26T10:36:50.608756+00:00,2.06,35.0,61.0,300.541
1785062211609,2026-07-26T10:36:51.609031+00:00,2.07,27.8,56.0,302.616
1785062212609,2026-07-26T10:36:52.609205+00:00,1.79,38.2,60.0,304.408
1785062213609,2026-07-26T10:36:53.609296+00:00,2.01,33.4,60.0,306.418
1785062214609,2026-07-26T10:36:54.609545+00:00,1.83,34.1,58.0,308.247
1785062215609,2026-07-26T10:36:55.609649+00:00,1.77,32.0,57.0,310.013
1785062216609,2026-07-26T10:36:56.609766+00:00,2.17,31.0,57.0,312.185
1785062217609,2026-07-26T10:36:57.609920+00:00,1.93,32.7,56.0,314.114
1785062218610,2026-07-26T10:36:58.610087+00:00,1.9,34.9,56.0,316.017
1785062219610,2026-07-26T10:36:59.610243+00:00,2.15,28.7,57.0,318.167
1785062220610,2026-07-26T10:37:00.610401+00:00,1.88,35.1,57.0,320.044
1785062221610,2026-07-26T10:37:01.610486+00:00,2.11,32.6,57.0,322.149
1785062222610,2026-07-26T10:37:02.610784+00:00,1.96,31.1,58.0,324.113
1785062223610,2026-07-26T10:37:03.610871+00:00,1.95,29.4,56.0,326.058
1785062224612,2026-07-26T10:37:04.612759+00:00,2.17,29.7,56.0,328.235
1785062225613,2026-07-26T10:37:05.613072+00:00,2.15,29.2,57.0,330.382
1785062226613,2026-07-26T10:37:06.613358+00:00,1.83,34.3,65.0,332.214
1785062227613,2026-07-26T10:37:07.613481+00:00,2.02,30.6,65.0,334.236
1785062228613,2026-07-26T10:37:08.613671+00:00,2.24,31.5,63.0,336.48
1785062229613,2026-07-26T10:37:09.613773+00:00,2.06,28.0,56.0,338.535
