timestamp,timestamp_iso,cpu_watts,cpu_util_percent,cpu_temp_c,cpu_energy_j_cumulative
1784824708730,2026-07-23T16:38:28.730659+00:00,1.01,6.4,54.0,1.011
1784824709730,2026-07-23T16:38:29.730769+00:00,1.61,31.6,57.0,2.62
1784824710730,2026-07-23T16:38:30.730884+00:00,1.76,40.2,57.0,4.376
1784824711731,2026-07-23T16:38:31.731006+00:00,1.78,40.5,55.0,6.154
1784824712731,2026-07-23T16:38:32.731123+00:00,1.82,40.1,55.0,7.973
1784824713732,2026-07-23T16:38:33.732658+00:00,1.81,40.1,58.0,9.782
1784824714732,2026-07-23T16:38:34.732759+00:00,1.79,41.0,56.0,11.575
1784824715732,2026-07-23T16:38:35.732870+00:00,0.98,7.1,56.0,12.557
1784824716733,2026-07-23T16:38:36.733017+00:00,0.85,0.5,54.0,13.407
1784824717733,2026-07-23T16:38:37.733662+00:00,0.91,2.8,56.0,14.317
1784824718733,2026-07-23T16:38:38.733735+00:00,4.01,75.3,56.0,18.325
1784824719733,2026-07-23T16:38:39.733869+00:00,3.5,64.6,56.0,21.825
1784824720733,2026-07-23T16:38:40.733984+00:00,1.74,39.2,56.0,23.566
1784824721734,2026-07-23T16:38:41.734096+00:00,1.81,41.9,57.0,25.378
1784824722734,2026-07-23T16:38:42.734260+00:00,1.75,39.7,57.0,27.125
1784824723734,2026-07-23T16:38:43.734391+00:00,1.81,41.6,57.0,28.939
1784824724734,2026-07-23T16:38:44.734497+00:00,1.83,40.8,57.0,30.77
1784824725734,2026-07-23T16:38:45.734632+00:00,1.77,38.7,57.0,32.542
1784824726734,2026-07-23T16:38:46.734777+00:00,1.75,38.4,56.0,34.293
1784824727737,2026-07-23T16:38:47.737647+00:00,1.84,42.3,58.0,36.135
1784824728737,2026-07-23T16:38:48.737791+00:00,1.76,39.8,58.0,37.891
1784824729737,2026-07-23T16:38:49.737896+00:00,1.81,41.3,56.0,39.698
1784824730739,2026-07-23T16:38:50.739694+00:00,1.84,39.8,58.0,41.536
1784824731739,2026-07-23T16:38:51.739798+00:00,1.85,42.0,58.0,43.388
1784824732739,2026-07-23T16:38:52.739890+00:00,1.78,38.7,57.0,45.164
1784824733739,2026-07-23T16:38:53.739975+00:00,1.77,41.0,58.0,46.938
1784824734740,2026-07-23T16:38:54.740263+00:00,1.77,41.1,60.0,48.712
1784824735740,2026-07-23T16:38:55.740373+00:00,1.72,40.1,60.0,50.43
1784824736740,2026-07-23T16:38:56.740463+00:00,1.72,39.6,56.0,52.146
1784824737741,2026-07-23T16:38:57.741662+00:00,1.76,41.2,58.0,53.905
1784824738741,2026-07-23T16:38:58.741806+00:00,1.77,41.0,58.0,55.671
1784824739741,2026-07-23T16:38:59.741987+00:00,1.71,38.7,58.0,57.385
1784824740742,2026-07-23T16:39:00.742184+00:00,1.72,39.3,58.0,59.104
1784824741742,2026-07-23T16:39:01.742297+00:00,1.77,41.4,58.0,60.878
1784824742742,2026-07-23T16:39:02.742460+00:00,1.77,40.9,58.0,62.651
1784824743742,2026-07-23T16:39:03.742583+00:00,1.75,39.3,57.0,64.403
1784824744742,2026-07-23T16:39:04.742748+00:00,1.75,39.9,57.0,66.156
1784824745742,2026-07-23T16:39:05.742900+00:00,1.8,43.3,60.0,67.957
1784824746743,2026-07-23T16:39:06.743077+00:00,1.7,38.7,58.0,69.657
1784824747743,2026-07-23T16:39:07.743178+00:00,1.73,40.2,58.0,71.387
1784824748743,2026-07-23T16:39:08.743293+00:00,1.76,38.2,58.0,73.144
1784824749743,2026-07-23T16:39:09.743466+00:00,1.81,40.8,60.0,74.952
1784824750743,2026-07-23T16:39:10.743648+00:00,1.85,41.1,60.0,76.805
1784824751743,2026-07-23T16:39:11.743769+00:00,1.77,39.0,57.0,78.572
1784824752743,2026-07-23T16:39:12.743947+00:00,1.76,39.0,57.0,80.333
1784824753744,2026-07-23T16:39:13.744050+00:00,1.84,42.2,60.0,82.174
1784824754744,2026-07-23T16:39:14.744145+00:00,1.74,39.4,60.0,83.913
1784824755744,2026-07-23T16:39:15.744255+00:00,1.74,39.3,57.0,85.652
1784824756745,2026-07-23T16:39:16.745840+00:00,1.75,39.8,60.0,87.407
1784824757746,2026-07-23T16:39:17.746005+00:00,1.78,41.9,60.0,89.19
1784824758746,2026-07-23T16:39:18.746191+00:00,1.74,39.8,57.0,90.928
1784824759746,2026-07-23T16:39:19.746332+00:00,1.75,39.8,57.0,92.677
1784824760747,2026-07-23T16:39:20.747668+00:00,1.76,41.5,60.0,94.44
1784824761747,2026-07-23T16:39:21.747784+00:00,1.74,42.2,60.0,96.184
1784824762747,2026-07-23T16:39:22.747913+00:00,1.8,42.1,58.0,97.985
1784824763748,2026-07-23T16:39:23.748016+00:00,1.73,39.1,58.0,99.718
1784824764748,2026-07-23T16:39:24.748124+00:00,1.76,40.2,60.0,101.482
1784824765748,2026-07-23T16:39:25.748276+00:00,1.8,42.4,60.0,103.283
1784824766748,2026-07-23T16:39:26.748397+00:00,1.77,40.2,57.0,105.052
1784824767748,2026-07-23T16:39:27.748523+00:00,1.75,39.4,58.0,106.806
1784824768748,2026-07-23T16:39:28.748650+00:00,1.83,42.6,58.0,108.636
1784824769748,2026-07-23T16:39:29.748802+00:00,1.76,40.6,58.0,110.4
1784824770748,2026-07-23T16:39:30.748926+00:00,1.76,40.4,58.0,112.163
1784824771749,2026-07-23T16:39:31.749010+00:00,1.71,39.0,58.0,113.872
1784824772749,2026-07-23T16:39:32.749176+00:00,1.78,41.2,58.0,115.65
1784824773749,2026-07-23T16:39:33.749841+00:00,1.83,43.4,61.0,117.48
1784824774749,2026-07-23T16:39:34.749952+00:00,1.72,39.6,61.0,119.205
1784824775750,2026-07-23T16:39:35.750075+00:00,1.77,42.3,62.0,120.975
1784824776752,2026-07-23T16:39:36.752648+00:00,1.89,40.2,60.0,122.866
1784824777752,2026-07-23T16:39:37.752738+00:00,1.74,39.9,60.0,124.602
1784824778752,2026-07-23T16:39:38.752852+00:00,1.76,40.1,57.0,126.36
1784824779753,2026-07-23T16:39:39.753681+00:00,1.8,41.2,60.0,128.162
1784824780753,2026-07-23T16:39:40.753811+00:00,1.77,41.8,60.0,129.932
1784824781754,2026-07-23T16:39:41.754005+00:00,1.72,39.5,58.0,131.656
1784824782754,2026-07-23T16:39:42.754157+00:00,1.79,40.9,58.0,133.45
1784824783754,2026-07-23T16:39:43.754269+00:00,1.83,41.6,60.0,135.283
1784824784754,2026-07-23T16:39:44.754377+00:00,1.83,40.6,60.0,137.113
1784824785754,2026-07-23T16:39:45.754517+00:00,1.95,38.6,60.0,139.062
1784824786754,2026-07-23T16:39:46.754637+00:00,1.79,39.6,60.0,140.857
1784824787754,2026-07-23T16:39:47.754771+00:00,1.81,42.1,60.0,142.67
1784824788754,2026-07-23T16:39:48.754897+00:00,1.82,40.2,58.0,144.487
1784824789755,2026-07-23T16:39:49.755078+00:00,1.84,40.2,58.0,146.33
1784824790755,2026-07-23T16:39:50.755185+00:00,1.89,42.3,58.0,148.218
1784824791755,2026-07-23T16:39:51.755294+00:00,1.88,41.3,60.0,150.1
1784824792755,2026-07-23T16:39:52.755399+00:00,1.82,40.4,60.0,151.924
1784824793755,2026-07-23T16:39:53.755521+00:00,1.8,40.5,60.0,153.721
1784824794755,2026-07-23T16:39:54.755675+00:00,1.78,41.6,60.0,155.502
1784824795755,2026-07-23T16:39:55.755764+00:00,1.79,40.6,60.0,157.295
1784824796755,2026-07-23T16:39:56.755877+00:00,1.82,38.8,58.0,159.113
1784824797756,2026-07-23T16:39:57.756044+00:00,1.2,15.6,58.0,160.314
1784824798756,2026-07-23T16:39:58.756197+00:00,0.88,1.0,56.0,161.195
1784824799756,2026-07-23T16:39:59.756385+00:00,0.88,0.8,57.0,162.074
1784824800756,2026-07-23T16:40:00.756502+00:00,3.07,58.2,57.0,165.14
1784824801756,2026-07-23T16:40:01.756591+00:00,4.26,74.4,66.0,169.397
1784824802756,2026-07-23T16:40:02.756679+00:00,2.44,46.6,58.0,171.833
1784824803758,2026-07-23T16:40:03.758410+00:00,1.81,41.4,61.0,173.648
1784824804758,2026-07-23T16:40:04.758546+00:00,1.86,42.7,61.0,175.504
1784824805758,2026-07-23T16:40:05.758648+00:00,1.82,39.3,60.0,177.327
1784824806758,2026-07-23T16:40:06.758762+00:00,1.85,39.6,58.0,179.173
1784824807761,2026-07-23T16:40:07.761659+00:00,1.86,42.0,60.0,181.035
1784824808761,2026-07-23T16:40:08.761744+00:00,1.84,41.2,60.0,182.872
1784824809761,2026-07-23T16:40:09.761899+00:00,1.82,39.7,58.0,184.689
1784824810763,2026-07-23T16:40:10.763655+00:00,1.77,40.4,60.0,186.466
1784824811763,2026-07-23T16:40:11.763841+00:00,1.79,41.7,60.0,188.252
1784824812763,2026-07-23T16:40:12.763963+00:00,1.78,40.7,60.0,190.031
1784824813764,2026-07-23T16:40:13.764059+00:00,1.79,40.9,60.0,191.823
1784824814764,2026-07-23T16:40:14.764196+00:00,1.81,41.1,60.0,193.63
1784824815764,2026-07-23T16:40:15.764325+00:00,1.81,39.6,60.0,195.439
1784824816764,2026-07-23T16:40:16.764496+00:00,1.83,41.3,60.0,197.267
1784824817765,2026-07-23T16:40:17.765674+00:00,1.79,40.6,60.0,199.056
1784824818765,2026-07-23T16:40:18.765828+00:00,1.8,41.0,60.0,200.851
1784824819765,2026-07-23T16:40:19.765958+00:00,1.79,40.9,60.0,202.64
1784824820766,2026-07-23T16:40:20.766071+00:00,1.8,39.5,60.0,204.437
1784824821766,2026-07-23T16:40:21.766172+00:00,1.84,42.3,61.0,206.274
