host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
edge-asus,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-cpu,3.365470,0.694899,20.584801,4.251395,240.042,241
edge-asus,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-gpu,5.774132,1.168677,35.282580,7.108071,240.043,241
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-cpu,3.352001,0.661425,20.538570,4.059734,240.043,241
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-gpu,5.601625,1.175570,34.290240,7.228852,240.044,241
edge-asus,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-cpu,4.032539,0.802967,24.732750,4.931339,240.040,241
edge-asus,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-gpu,5.881109,1.195291,35.935500,7.319439,240.044,241
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-cpu,4.077182,0.836061,24.976136,5.202632,240.042,241
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-gpu,5.678891,1.100005,34.748766,6.766458,240.044,241
edge-asus,fcn_resnet101,vaccel-remote-ptc,edge-asus-cpu,3.260474,0.653260,19.971689,3.994732,240.044,241
edge-asus,fcn_resnet101,vaccel-remote-ptc,edge-asus-gpu,5.824073,1.144478,35.589345,7.033352,240.044,241
edge-asus,fcn_resnet101,vaccel-remote-sol,edge-asus-cpu,3.281031,0.561042,20.109509,3.447520,240.051,241
edge-asus,fcn_resnet101,vaccel-remote-sol,edge-asus-gpu,5.692451,1.128220,34.795596,6.963920,240.037,241
edge-asus,fcn_resnet50,vaccel-remote-ptc,edge-asus-cpu,3.823993,0.769707,23.398598,4.714501,240.042,241
edge-asus,fcn_resnet50,vaccel-remote-ptc,edge-asus-gpu,5.896274,1.218845,35.985525,7.500957,240.044,241
edge-asus,fcn_resnet50,vaccel-remote-sol,edge-asus-cpu,3.823350,0.747422,23.381331,4.622819,240.041,241
edge-asus,fcn_resnet50,vaccel-remote-sol,edge-asus-gpu,5.821985,1.204364,35.648441,7.330650,240.043,241
edge-asus,r2plus1d_18,vaccel-remote-ptc,edge-asus-cpu,10.435295,2.260113,0.028837,0.005716,240.044,241
edge-asus,r2plus1d_18,vaccel-remote-ptc,edge-asus-gpu,16.574420,3.322690,0.046539,0.009101,240.046,241
edge-asus,r2plus1d_18,vaccel-remote-sol,edge-asus-cpu,9.698035,2.032973,0.027078,0.005306,240.044,241
edge-asus,r2plus1d_18,vaccel-remote-sol,edge-asus-gpu,16.425278,3.240993,0.045776,0.008853,240.047,241
edge-asus,r3d_18,vaccel-remote-ptc,edge-asus-cpu,11.242534,2.298671,0.031790,0.006178,240.045,241
edge-asus,r3d_18,vaccel-remote-ptc,edge-asus-gpu,17.012866,3.538277,0.048137,0.009802,240.046,241
edge-asus,r3d_18,vaccel-remote-sol,edge-asus-cpu,11.202922,2.227721,0.031298,0.006012,240.045,241
edge-asus,r3d_18,vaccel-remote-sol,edge-asus-gpu,16.903705,3.353139,0.047206,0.009198,240.048,241
edge-asus,resnet50,vaccel-remote-ptc,edge-asus-cpu,8.242789,1.662239,0.072300,0.014355,240.044,241
edge-asus,resnet50,vaccel-remote-ptc,edge-asus-gpu,8.469587,2.184573,0.073966,0.019147,240.048,241
edge-asus,resnet50,vaccel-remote-sol,edge-asus-cpu,8.243525,1.600657,0.072232,0.013766,240.042,241
edge-asus,resnet50,vaccel-remote-sol,edge-asus-gpu,8.452876,2.070189,0.073924,0.018164,240.048,241
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,8.372065,1.852774,0.024653,0.004906,240.047,241
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,16.394924,3.170452,0.045771,0.008703,240.048,241
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-cpu,8.432270,1.849604,0.025088,0.004943,240.045,241
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-gpu,16.325622,3.297746,0.045485,0.008955,240.047,241
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,10.564849,2.299954,0.030078,0.006015,240.047,241
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,16.375059,3.309210,0.046205,0.009079,240.047,241
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-cpu,10.933900,2.284620,0.031243,0.006125,240.046,241
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-gpu,16.395338,3.272914,0.045559,0.008834,240.047,241
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-cpu,7.988531,1.577142,0.070758,0.013860,240.044,241
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-gpu,8.407327,1.924776,0.073488,0.016715,240.049,241
edge-asus,swin_s,vaccel-remote-sol,edge-asus-cpu,8.171303,1.661240,0.071486,0.014194,240.041,241
edge-asus,swin_s,vaccel-remote-sol,edge-asus-gpu,8.350281,1.864417,0.072813,0.016212,240.045,241
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-cpu,8.177964,1.685711,0.071584,0.014456,240.042,241
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-gpu,8.424692,1.963359,0.073594,0.017150,240.048,241
edge-asus,swin_t,vaccel-remote-sol,edge-asus-cpu,8.241051,1.645834,0.072117,0.014105,240.042,241
edge-asus,swin_t,vaccel-remote-sol,edge-asus-gpu,8.435537,1.956944,0.073617,0.017211,240.048,241
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,5.197048,1.054634,0.046480,0.009260,240.041,241
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,8.374807,1.859749,0.073187,0.016132,240.048,241
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,6.573508,1.286039,0.058527,0.011125,240.042,241
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,8.373192,1.739113,0.073100,0.015163,240.044,241
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-cpu,20.428246,4.149447,3.365227,0.687763,240.061,241
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-gpu,35.031319,7.033527,5.773883,1.170454,240.066,241
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-cpu,20.381135,4.018769,3.351703,0.659290,240.058,241
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-gpu,34.029038,7.120618,5.601410,1.178063,240.082,241
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-cpu,24.524060,4.853160,4.032291,0.803164,240.062,241
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-gpu,35.670810,7.246564,5.882535,1.188902,240.085,241
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-cpu,24.807098,5.059844,4.076912,0.839315,240.064,241
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-gpu,34.478413,6.613574,5.678671,1.100259,240.072,241
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-cpu,19.823617,3.910914,3.259971,0.648515,240.047,241
