host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-gpu,35.325270,6.989818,5.824179,1.151581,240.092,241
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-cpu,19.944212,3.391921,3.280499,0.560854,240.055,241
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-gpu,34.581900,6.859539,5.692226,1.139743,240.088,241
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-cpu,23.227860,4.639245,3.823774,0.766626,240.071,241
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-gpu,35.757002,7.481038,5.896217,1.222670,240.096,241
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-cpu,23.244984,4.555080,3.822722,0.747511,240.057,241
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-gpu,35.342719,7.211491,5.821837,1.204039,240.090,241
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-cpu,0.024399,0.004758,10.435065,2.295250,240.088,241
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-gpu,0.039298,0.007708,16.574151,3.341351,240.108,241
robot,r2plus1d_18,vaccel-remote-sol,edge-asus-cpu,0.022884,0.004438,9.697798,2.020466,240.092,241
robot,r2plus1d_18,vaccel-remote-sol,edge-asus-gpu,0.038567,0.007442,16.425038,3.276136,240.109,241
robot,r3d_18,vaccel-remote-ptc,edge-asus-cpu,0.026800,0.005166,11.242273,2.277732,240.075,241
robot,r3d_18,vaccel-remote-ptc,edge-asus-gpu,0.040634,0.008299,17.012641,3.577700,240.122,241
robot,r3d_18,vaccel-remote-sol,edge-asus-cpu,0.026441,0.005066,11.202688,2.245633,240.057,241
robot,r3d_18,vaccel-remote-sol,edge-asus-gpu,0.039877,0.007789,16.903451,3.372039,240.092,241
robot,resnet50,vaccel-remote-ptc,edge-asus-cpu,0.069528,0.013808,8.242570,1.678052,240.079,241
robot,resnet50,vaccel-remote-ptc,edge-asus-gpu,0.071186,0.018380,8.469340,2.192048,240.071,241
robot,resnet50,vaccel-remote-sol,edge-asus-cpu,0.069478,0.013312,8.243295,1.597500,240.062,241
robot,resnet50,vaccel-remote-sol,edge-asus-gpu,0.071027,0.017476,8.452641,2.075670,240.072,241
robot,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,0.020768,0.004001,8.372004,1.852064,240.084,241
robot,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,0.038693,0.007380,16.404695,3.160724,240.123,241
robot,swin3d_b,vaccel-remote-sol,edge-asus-cpu,0.021113,0.004091,8.432017,1.835135,240.072,241
robot,swin3d_b,vaccel-remote-sol,edge-asus-gpu,0.038433,0.007638,16.325421,3.312911,240.099,241
robot,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,0.025392,0.005046,10.564612,2.290841,240.075,241
robot,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,0.039004,0.007649,16.374830,3.287802,240.116,241
robot,swin3d_s,vaccel-remote-sol,edge-asus-cpu,0.026302,0.005029,10.933655,2.266141,240.058,241
robot,swin3d_s,vaccel-remote-sol,edge-asus-gpu,0.038510,0.007495,16.405096,3.270707,240.116,241
robot,swin_s,vaccel-remote-ptc,edge-asus-cpu,0.067932,0.013253,7.988299,1.579596,240.077,241
robot,swin_s,vaccel-remote-ptc,edge-asus-gpu,0.070719,0.016124,8.408804,1.926003,240.078,241
robot,swin_s,vaccel-remote-sol,edge-asus-cpu,0.068771,0.013795,8.171053,1.665679,240.071,241
robot,swin_s,vaccel-remote-sol,edge-asus-gpu,0.070092,0.015556,8.350035,1.855743,240.081,241
robot,swin_t,vaccel-remote-ptc,edge-asus-cpu,0.068863,0.013930,8.177715,1.683230,240.084,241
robot,swin_t,vaccel-remote-ptc,edge-asus-gpu,0.070827,0.016492,8.424478,1.965242,240.076,241
robot,swin_t,vaccel-remote-sol,edge-asus-cpu,0.069378,0.013513,8.240831,1.645338,240.072,241
robot,swin_t,vaccel-remote-sol,edge-asus-gpu,0.070853,0.016569,8.435304,1.964532,240.070,241
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,0.044454,0.008917,5.196835,1.048390,240.092,241
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,0.070434,0.015585,8.374606,1.860655,240.078,241
robot,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,0.056426,0.011635,6.573422,1.280172,240.080,241
robot,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,0.070245,0.014648,8.372991,1.741432,240.073,241
