host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples
robot,deeplabv3_resnet101,vaccel-local-ptc,cpu,10.210902,1.592752,95.909836,16.299157,92.901639,6.853753,121.012,122
robot,deeplabv3_resnet101,vaccel-local-sol,cpu,10.177869,1.847678,95.163934,18.710824,92.311475,6.733915,121.011,122
robot,deeplabv3_resnet50,vaccel-local-ptc,cpu,10.538934,1.964048,95.582787,18.129397,91.286885,7.417834,121.011,122
robot,deeplabv3_resnet50,vaccel-local-sol,cpu,10.378770,1.826948,95.135246,17.697666,92.475410,7.181731,121.015,122
robot,fcn_resnet101,vaccel-local-ptc,cpu,10.114180,1.204875,96.781148,12.413222,93.762295,5.737500,121.012,122
robot,fcn_resnet101,vaccel-local-sol,cpu,10.385164,1.329267,96.724590,13.098813,94.163934,3.351928,121.012,122
robot,fcn_resnet50,vaccel-local-ptc,cpu,10.329098,1.693926,94.730328,16.398260,92.106557,7.757395,121.012,122
robot,fcn_resnet50,vaccel-local-sol,cpu,10.193279,1.577707,95.127869,15.962616,93.024590,6.855013,121.014,122
robot,r2plus1d_18,vaccel-local-ptc,cpu,10.326639,1.583075,94.476230,15.349369,91.893443,6.653986,121.015,122
robot,r2plus1d_18,vaccel-local-sol,cpu,10.439754,1.258898,97.181967,12.189024,92.049180,5.375800,121.014,122
robot,r3d_18,vaccel-local-ptc,cpu,10.391639,1.377310,96.629508,13.545162,92.598361,5.424081,121.012,122
robot,r3d_18,vaccel-local-sol,cpu,10.313607,1.774873,94.855738,17.377067,92.040984,7.276053,121.011,122
robot,resnet50,vaccel-local-ptc,cpu,10.783770,1.915765,96.465574,16.211753,87.360656,7.535779,121.015,122
robot,resnet50,vaccel-local-sol,cpu,10.791230,1.873737,96.652459,15.948674,88.049180,7.063938,121.016,122
robot,swin3d_b,vaccel-local-ptc,cpu,10.356066,1.111456,90.940164,10.258189,90.713115,6.648653,121.026,122
robot,swin3d_b,vaccel-local-sol,cpu,10.365492,1.428655,96.624590,13.972000,91.065574,7.011393,121.012,122
robot,swin3d_s,vaccel-local-ptc,cpu,10.415410,1.751576,89.572951,15.539521,89.008197,7.930534,121.022,122
robot,swin3d_s,vaccel-local-sol,cpu,10.663033,1.580396,97.013934,13.040110,89.221311,6.604162,121.014,122
robot,swin_s,vaccel-local-ptc,cpu,9.956311,1.530648,92.741803,15.231099,87.737705,6.109390,121.014,122
robot,swin_s,vaccel-local-sol,cpu,10.490492,1.822731,96.230328,17.485183,92.139344,6.885856,121.014,122
robot,swin_t,vaccel-local-ptc,cpu,10.149016,1.638709,93.276230,16.082493,87.573770,6.879428,121.015,122
robot,swin_t,vaccel-local-sol,cpu,10.640820,1.731901,96.808197,15.596446,91.803279,6.244525,121.012,122
robot,swin_v2_b,vaccel-local-ptc,cpu,9.953443,1.177455,86.081967,10.709265,87.680328,5.924756,121.032,122
robot,swin_v2_b,vaccel-local-sol,cpu,10.484098,1.557453,96.898361,14.767493,92.540984,5.606126,121.013,122
