timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1785059633139,2026-07-26T09:53:53.139038+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.24,80.0,0,0,1170.12,37,16.093
1785059634139,2026-07-26T09:53:54.139210+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,21.47,80.0,3,0,1170.12,37,38.57
1785059635139,2026-07-26T09:53:55.139357+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.01,80.0,7,1,1170.12,38,63.326
1785059636139,2026-07-26T09:53:56.139529+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,26.04,80.0,3,0,1170.12,37,89.584
1785059637139,2026-07-26T09:53:57.139758+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.9,80.0,6,1,1170.12,38,113.713
1785059638139,2026-07-26T09:53:58.139902+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.06,80.0,6,1,1170.12,38,139.779
1785059639140,2026-07-26T09:53:59.140054+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.8,80.0,7,1,1170.12,38,164.783
1785059640140,2026-07-26T09:54:00.140197+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.06,80.0,6,1,1170.12,39,190.927
1785059641140,2026-07-26T09:54:01.140398+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.89,80.0,0,0,1170.12,38,216.335
1785059642140,2026-07-26T09:54:02.140587+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.91,80.0,7,1,1170.12,39,242.838
1785059643140,2026-07-26T09:54:03.140813+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.84,80.0,2,0,1170.12,38,268.658
1785059644141,2026-07-26T09:54:04.141014+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.24,80.0,7,1,1170.12,39,293.634
1785059645141,2026-07-26T09:54:05.141244+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,26.42,80.0,7,1,1170.12,38,318.441
1785059646141,2026-07-26T09:54:06.141427+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,24.89,80.0,7,1,1170.12,39,343.568
1785059647141,2026-07-26T09:54:07.141573+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.2,80.0,6,1,1170.12,39,370.156
1785059648141,2026-07-26T09:54:08.141859+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.7,80.0,2,0,1170.12,39,395.309
1785059649142,2026-07-26T09:54:09.142008+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.09,80.0,6,1,1170.12,39,421.157
1785059650142,2026-07-26T09:54:10.142160+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,25.93,80.0,6,1,1170.12,39,447.362
