timestamp,timestamp_iso,gpu_index,gpu_name,power_draw_w,power_limit_w,util_gpu_percent,util_mem_percent,mem_used_mb,temp_c,gpu_energy_j_cumulative
1784840587181,2026-07-23T21:03:07.181656+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,18.01,80.0,0,0,1466.12,36,16.324
1784840588181,2026-07-23T21:03:08.181919+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,23.23,80.0,10,2,1466.12,36,41.135
1784840589182,2026-07-23T21:03:09.182065+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.18,80.0,9,2,1466.12,36,69.616
1784840590182,2026-07-23T21:03:10.182218+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.08,80.0,9,2,1466.12,39,98.715
1784840591182,2026-07-23T21:03:11.182357+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.33,80.0,10,2,1466.12,38,128.411
1784840592182,2026-07-23T21:03:12.182553+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.75,80.0,9,2,1466.12,37,155.911
1784840593182,2026-07-23T21:03:13.182733+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.29,80.0,4,1,1466.12,37,185.104
1784840594182,2026-07-23T21:03:14.182932+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.43,80.0,0,0,1466.12,37,214.895
1784840595183,2026-07-23T21:03:15.183147+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,27.87,80.0,2,1,1466.12,37,245.114
1784840596183,2026-07-23T21:03:16.183349+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.51,80.0,10,2,1466.12,37,273.924
1784840597183,2026-07-23T21:03:17.183500+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.92,80.0,10,2,1466.12,37,304.362
1784840598183,2026-07-23T21:03:18.183694+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.06,80.0,9,2,1466.12,39,332.865
1784840599183,2026-07-23T21:03:19.183912+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.46,80.0,10,2,1466.12,38,362.265
1784840600184,2026-07-23T21:03:20.184155+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.43,80.0,10,2,1466.12,38,391.646
1784840601184,2026-07-23T21:03:21.184371+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.85,80.0,0,0,1466.12,37,422.412
1784840602184,2026-07-23T21:03:22.184592+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,27.94,80.0,1,1,1466.12,37,452.263
1784840603184,2026-07-23T21:03:23.184770+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.25,80.0,10,2,1466.12,37,480.886
1784840604184,2026-07-23T21:03:24.184957+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.15,80.0,10,2,1466.12,40,510.371
1784840605185,2026-07-23T21:03:25.185141+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.32,80.0,9,2,1466.12,38,540.072
1784840606185,2026-07-23T21:03:26.185350+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.77,80.0,9,2,1466.12,38,568.977
1784840607185,2026-07-23T21:03:27.185556+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.35,80.0,10,2,1466.12,38,600.059
1784840608185,2026-07-23T21:03:28.185789+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.51,80.0,0,0,1466.12,38,629.045
1784840609185,2026-07-23T21:03:29.185997+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.62,80.0,0,0,1466.12,38,659.421
1784840610186,2026-07-23T21:03:30.186198+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.25,80.0,6,2,1466.12,38,688.846
1784840611186,2026-07-23T21:03:31.186365+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.43,80.0,10,2,1466.12,38,717.104
1784840612186,2026-07-23T21:03:32.186538+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.93,80.0,10,2,1466.12,38,745.043
1784840613186,2026-07-23T21:03:33.186730+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.94,80.0,9,2,1466.12,41,773.155
1784840614186,2026-07-23T21:03:34.186977+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.45,80.0,9,2,1466.12,39,802.777
1784840615187,2026-07-23T21:03:35.187182+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.59,80.0,9,2,1466.12,39,832.127
1784840616187,2026-07-23T21:03:36.187390+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.54,80.0,1,0,1466.12,38,862.153
1784840617187,2026-07-23T21:03:37.187640+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.12,80.0,0,0,1466.12,38,892.437
1784840618187,2026-07-23T21:03:38.187847+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.11,80.0,6,2,1466.12,38,922.533
1784840619188,2026-07-23T21:03:39.188073+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.65,80.0,10,2,1466.12,38,951.496
1784840620188,2026-07-23T21:03:40.188238+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.55,80.0,9,2,1466.12,38,979.366
1784840621188,2026-07-23T21:03:41.188453+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.52,80.0,10,2,1466.12,40,1008.796
1784840622188,2026-07-23T21:03:42.188665+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.66,80.0,9,2,1466.12,39,1037.781
1784840623188,2026-07-23T21:03:43.188871+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.58,80.0,0,0,1466.12,39,1068.473
1784840624189,2026-07-23T21:03:44.189077+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.84,80.0,0,0,1466.12,39,1098.909
1784840625189,2026-07-23T21:03:45.189281+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.77,80.0,10,2,1466.12,39,1127.976
1784840626189,2026-07-23T21:03:46.189505+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.91,80.0,10,2,1466.12,39,1156.46
1784840627189,2026-07-23T21:03:47.189678+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.04,80.0,10,2,1466.12,39,1185.541
1784840628189,2026-07-23T21:03:48.189843+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.64,80.0,9,2,1466.12,39,1214.44
1784840629190,2026-07-23T21:03:49.190006+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.08,80.0,10,2,1466.12,40,1242.534
1784840630190,2026-07-23T21:03:50.190209+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.33,80.0,9,2,1466.12,40,1271.707
1784840631190,2026-07-23T21:03:51.190375+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.42,80.0,9,2,1466.12,39,1301.833
1784840632190,2026-07-23T21:03:52.190594+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.54,80.0,3,1,1466.12,39,1331.636
1784840633190,2026-07-23T21:03:53.190812+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.12,80.0,0,0,1466.12,39,1362.121
1784840634191,2026-07-23T21:03:54.191013+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.68,80.0,10,2,1466.12,39,1389.698
1784840635191,2026-07-23T21:03:55.191161+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.05,80.0,10,2,1466.12,39,1420.702
1784840636191,2026-07-23T21:03:56.191346+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.64,80.0,10,2,1466.12,39,1449.348
1784840637191,2026-07-23T21:03:57.191495+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.98,80.0,9,2,1466.12,39,1477.563
1784840638191,2026-07-23T21:03:58.191696+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.99,80.0,9,2,1466.12,40,1506.488
1784840639191,2026-07-23T21:03:59.191903+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.49,80.0,4,1,1466.12,40,1536.564
1784840640192,2026-07-23T21:04:00.192105+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.23,80.0,0,0,1466.12,39,1566.866
1784840641192,2026-07-23T21:04:01.192355+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.52,80.0,7,2,1466.12,39,1595.471
1784840642192,2026-07-23T21:04:02.192503+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.44,80.0,10,2,1466.12,39,1624.975
1784840643192,2026-07-23T21:04:03.192650+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.21,80.0,10,2,1466.12,39,1654.981
1784840644192,2026-07-23T21:04:04.192811+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.18,80.0,9,2,1466.12,43,1684.377
1784840645193,2026-07-23T21:04:05.193009+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.36,80.0,9,2,1466.12,40,1712.894
1784840646193,2026-07-23T21:04:06.193219+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.52,80.0,4,1,1466.12,40,1740.412
1784840647193,2026-07-23T21:04:07.193422+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.12,80.0,0,0,1466.12,40,1771.07
1784840648193,2026-07-23T21:04:08.193627+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,28.26,80.0,6,2,1466.12,40,1800.288
1784840649193,2026-07-23T21:04:09.193802+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,30.61,80.0,10,2,1466.12,40,1829.046
1784840650193,2026-07-23T21:04:10.193974+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.23,80.0,10,2,1466.12,40,1858.184
1784840651194,2026-07-23T21:04:11.194249+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.11,80.0,10,2,1466.12,42,1885.595
1784840652194,2026-07-23T21:04:12.194486+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.02,80.0,9,2,1466.12,41,1914.874
1784840653194,2026-07-23T21:04:13.194695+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.64,80.0,10,2,1466.12,40,1944.274
1784840654194,2026-07-23T21:04:14.194894+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.75,80.0,1,0,1466.12,40,1974.759
1784840655195,2026-07-23T21:04:15.195099+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.18,80.0,5,1,1466.12,40,2004.366
1784840656195,2026-07-23T21:04:16.195250+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.61,80.0,10,2,1466.12,40,2034.546
1784840657195,2026-07-23T21:04:17.195406+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.26,80.0,10,2,1466.12,40,2063.91
1784840658195,2026-07-23T21:04:18.195606+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,29.14,80.0,9,2,1466.12,41,2091.946
1784840659195,2026-07-23T21:04:19.195805+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,18.04,80.0,0,0,1466.12,39,2108.07
1784840660196,2026-07-23T21:04:20.196035+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,16.16,80.0,0,0,1466.12,39,2124.087
1784840661196,2026-07-23T21:04:21.196204+00:00,0,NVIDIA GeForce RTX 5080 Laptop GPU,19.63,80.0,10,2,1466.12,41,2144.28
